,data,tau_x_score,prediction_time,buckets_per_rank,algo,sigma-factor
0,PLR-AUTHORSHIP,0.780392156862745,1.4865912975659108,4.0,Chain-RFR-PI,0.0
1,PLR-AUTHORSHIP,0.746031746031746,1.459503690985101,3.976190476190476,Chain-RFR-PI,0.0
2,PLR-AUTHORSHIP,0.7817460317460316,1.4616451689793095,3.976190476190476,Chain-RFR-PI,0.0
3,PLR-AUTHORSHIP,0.7777777777777777,1.4633184656794835,3.976190476190476,Chain-RFR-PI,0.0
4,PLR-AUTHORSHIP,0.7619047619047619,1.449058128578406,3.9642857142857144,Chain-RFR-PI,0.0
5,PLR-AUTHORSHIP,0.7658730158730158,1.4553353324917055,4.0,Chain-RFR-PI,0.0
6,PLR-AUTHORSHIP,0.7956349206349204,1.4524250452256855,3.976190476190476,Chain-RFR-PI,0.0
7,PLR-AUTHORSHIP,0.7956349206349206,1.4516812139723108,4.0,Chain-RFR-PI,0.0
8,PLR-AUTHORSHIP,0.7500000000000001,1.4564083180893812,3.988095238095238,Chain-RFR-PI,0.0
9,PLR-AUTHORSHIP,0.7797619047619045,1.4522024851929198,4.0,Chain-RFR-PI,0.0
10,PLR-AUTHORSHIP,0.7941176470588235,1.4355255967760592,3.988235294117647,Chain-RFR-PI,0.0
11,PLR-AUTHORSHIP,0.7738095238095238,1.4431963757576989,4.0,Chain-RFR-PI,0.0
12,PLR-AUTHORSHIP,0.763888888888889,1.4478405319641907,3.988095238095238,Chain-RFR-PI,0.0
13,PLR-AUTHORSHIP,0.7440476190476191,1.4339967119905583,4.0,Chain-RFR-PI,0.0
14,PLR-AUTHORSHIP,0.7698412698412698,1.4499720590408678,3.976190476190476,Chain-RFR-PI,0.0
15,PLR-AUTHORSHIP,0.763888888888889,1.4499806957332242,3.976190476190476,Chain-RFR-PI,0.0
16,PLR-AUTHORSHIP,0.7619047619047619,1.461450214000076,3.976190476190476,Chain-RFR-PI,0.0
17,PLR-AUTHORSHIP,0.7678571428571427,1.4551160056851116,3.988095238095238,Chain-RFR-PI,0.0
18,PLR-AUTHORSHIP,0.7757936507936508,1.4472211147575855,4.0,Chain-RFR-PI,0.0
19,PLR-AUTHORSHIP,0.7380952380952381,1.4552221342463718,4.0,Chain-RFR-PI,0.0
20,PLR-AUTHORSHIP,0.7549019607843138,1.4603022851451295,3.976470588235294,Chain-RFR-PI,0.0
21,PLR-AUTHORSHIP,0.7341269841269843,1.4525320660829888,4.0,Chain-RFR-PI,0.0
22,PLR-AUTHORSHIP,0.7837301587301587,1.447143363319749,3.9642857142857144,Chain-RFR-PI,0.0
23,PLR-AUTHORSHIP,0.7619047619047619,1.4340897461450035,3.976190476190476,Chain-RFR-PI,0.0
24,PLR-AUTHORSHIP,0.7857142857142856,1.4427672279341062,3.988095238095238,Chain-RFR-PI,0.0
25,PLR-AUTHORSHIP,0.7718253968253967,1.4319031241672782,3.9642857142857144,Chain-RFR-PI,0.0
26,PLR-AUTHORSHIP,0.7361111111111113,1.4722274060074303,4.0,Chain-RFR-PI,0.0
27,PLR-AUTHORSHIP,0.7678571428571429,1.4620441128776185,3.976190476190476,Chain-RFR-PI,0.0
28,PLR-AUTHORSHIP,0.8055555555555552,1.4627941174341452,4.0,Chain-RFR-PI,0.0
29,PLR-AUTHORSHIP,0.759920634920635,1.4496437407170844,4.0,Chain-RFR-PI,0.0
30,PLR-AUTHORSHIP,0.7470588235294117,1.4463112089033148,3.976470588235294,Chain-RFR-PI,0.0
31,PLR-AUTHORSHIP,0.75,1.4418485797747218,3.9642857142857144,Chain-RFR-PI,0.0
32,PLR-AUTHORSHIP,0.7797619047619045,1.467559989233829,3.9642857142857144,Chain-RFR-PI,0.0
33,PLR-AUTHORSHIP,0.7876984126984128,1.4589243787809152,3.9642857142857144,Chain-RFR-PI,0.0
34,PLR-AUTHORSHIP,0.8075396825396823,1.4459052807845416,3.988095238095238,Chain-RFR-PI,0.0
35,PLR-AUTHORSHIP,0.763888888888889,1.4403621607085573,3.9642857142857144,Chain-RFR-PI,0.0
36,PLR-AUTHORSHIP,0.7718253968253967,1.449760058423698,4.0,Chain-RFR-PI,0.0
37,PLR-AUTHORSHIP,0.8214285714285713,1.4384512675096852,3.988095238095238,Chain-RFR-PI,0.0
38,PLR-AUTHORSHIP,0.7301587301587302,1.455215777814328,4.0,Chain-RFR-PI,0.0
39,PLR-AUTHORSHIP,0.7857142857142857,1.4463269817020463,3.9642857142857144,Chain-RFR-PI,0.0
40,PLR-AUTHORSHIP,0.7549019607843138,1.446272790312768,3.988235294117647,Chain-RFR-PI,0.0
41,PLR-AUTHORSHIP,0.746031746031746,1.4615758536589183,3.988095238095238,Chain-RFR-PI,0.0
42,PLR-AUTHORSHIP,0.7738095238095238,1.4685876116185972,3.988095238095238,Chain-RFR-PI,0.0
43,PLR-AUTHORSHIP,0.7837301587301585,1.469804234243545,4.0,Chain-RFR-PI,0.0
44,PLR-AUTHORSHIP,0.7658730158730158,1.4531974136368886,4.0,Chain-RFR-PI,0.0
45,PLR-AUTHORSHIP,0.7797619047619048,1.467202486366702,3.988095238095238,Chain-RFR-PI,0.0
46,PLR-AUTHORSHIP,0.755952380952381,1.4657068707622063,4.0,Chain-RFR-PI,0.0
47,PLR-AUTHORSHIP,0.742063492063492,1.4492429872181811,3.988095238095238,Chain-RFR-PI,0.0
48,PLR-AUTHORSHIP,0.8015873015873015,1.4577416396603848,4.0,Chain-RFR-PI,0.0
49,PLR-AUTHORSHIP,0.7916666666666665,1.4441274704818652,3.988095238095238,Chain-RFR-PI,0.0
50,PLR-BLOCKS,0.831934306569343,1.2741258626994754,3.0255474452554743,Chain-RFR-PI,0.0
51,PLR-BLOCKS,0.8489051094890512,1.2995668532246938,2.897810218978102,Chain-RFR-PI,0.0
52,PLR-BLOCKS,0.836745886654479,1.2968587675609746,2.9616087751371114,Chain-RFR-PI,0.0
53,PLR-BLOCKS,0.8513711151736747,1.2761482860544475,2.926873857404022,Chain-RFR-PI,0.0
54,PLR-BLOCKS,0.8351005484460695,1.2765582513146478,3.025594149908592,Chain-RFR-PI,0.0
55,PLR-BLOCKS,0.840585009140768,1.3056345510903276,2.939670932358318,Chain-RFR-PI,0.0
56,PLR-BLOCKS,0.8486288848263255,1.2819120180414625,2.9049360146252283,Chain-RFR-PI,0.0
57,PLR-BLOCKS,0.843327239488117,1.295479616204041,2.954296160877514,Chain-RFR-PI,0.0
58,PLR-BLOCKS,0.8352833638025595,1.3173995263396956,2.926873857404022,Chain-RFR-PI,0.0
59,PLR-BLOCKS,0.8464351005484461,1.3150826175567607,2.915904936014625,Chain-RFR-PI,0.0
60,PLR-BLOCKS,0.8474452554744526,1.295243639243682,2.947080291970803,Chain-RFR-PI,0.0
61,PLR-BLOCKS,0.8286496350364964,1.2934596669401244,3.0036496350364965,Chain-RFR-PI,0.0
62,PLR-BLOCKS,0.8484460694698355,1.2901849336436282,2.9140767824497256,Chain-RFR-PI,0.0
63,PLR-BLOCKS,0.8414990859232175,1.3185338490158205,2.974405850091408,Chain-RFR-PI,0.0
64,PLR-BLOCKS,0.8422303473491773,1.3088664576647215,2.9085923217550276,Chain-RFR-PI,0.0
65,PLR-BLOCKS,0.8449725776965265,1.292387508837711,2.890310786106033,Chain-RFR-PI,0.0
66,PLR-BLOCKS,0.8318098720292505,1.292061995029251,2.979890310786106,Chain-RFR-PI,0.0
67,PLR-BLOCKS,0.8310786106032907,1.328410075240264,2.950639853747715,Chain-RFR-PI,0.0
68,PLR-BLOCKS,0.8144424131627057,1.2886892410508743,3.0621572212065815,Chain-RFR-PI,0.0
69,PLR-BLOCKS,0.8420475319926874,1.2949770920751458,2.9926873857404024,Chain-RFR-PI,0.0
70,PLR-BLOCKS,0.841058394160584,1.3229963397532605,2.9744525547445257,Chain-RFR-PI,0.0
71,PLR-BLOCKS,0.8454379562043796,1.3167694551438596,2.916058394160584,Chain-RFR-PI,0.0
72,PLR-BLOCKS,0.8438756855575869,1.306812455940293,2.939670932358318,Chain-RFR-PI,0.0
73,PLR-BLOCKS,0.8349177330895795,1.3069908389121194,2.919561243144424,Chain-RFR-PI,0.0
74,PLR-BLOCKS,0.8371115173674589,1.3076096649995237,3.010968921389397,Chain-RFR-PI,0.0
75,PLR-BLOCKS,0.8420475319926874,1.3234346840701343,2.963436928702011,Chain-RFR-PI,0.0
76,PLR-BLOCKS,0.8356489945155393,1.2961025912329158,2.939670932358318,Chain-RFR-PI,0.0
77,PLR-BLOCKS,0.8361974405850092,1.293853425238256,3.03290676416819,Chain-RFR-PI,0.0
78,PLR-BLOCKS,0.8427787934186471,1.3011859206128418,2.915904936014625,Chain-RFR-PI,0.0
79,PLR-BLOCKS,0.8257769652650823,1.2993402610562412,2.9853747714808043,Chain-RFR-PI,0.0
80,PLR-BLOCKS,0.8501824817518248,1.3044286373734593,2.8905109489051095,Chain-RFR-PI,0.0
81,PLR-BLOCKS,0.8476277372262774,1.3023017142738016,2.9616788321167884,Chain-RFR-PI,0.0
82,PLR-BLOCKS,0.8442413162705668,1.2899363038533669,2.8921389396709323,Chain-RFR-PI,0.0
83,PLR-BLOCKS,0.8266910420475321,1.308019471949806,3.025594149908592,Chain-RFR-PI,0.0
84,PLR-BLOCKS,0.836928702010969,1.3047386067717914,2.9213893967093236,Chain-RFR-PI,0.0
85,PLR-BLOCKS,0.8405850091407678,1.3170353442482132,2.9579524680073126,Chain-RFR-PI,0.0
86,PLR-BLOCKS,0.8363802559414991,1.29848228289843,2.974405850091408,Chain-RFR-PI,0.0
87,PLR-BLOCKS,0.8299817184643511,1.322612211874436,3.0091407678244972,Chain-RFR-PI,0.0
88,PLR-BLOCKS,0.8393053016453382,1.2844179942681986,2.952468007312614,Chain-RFR-PI,0.0
89,PLR-BLOCKS,0.8414990859232176,1.3018543939325495,2.979890310786106,Chain-RFR-PI,0.0
90,PLR-BLOCKS,0.8405109489051096,1.3060115887692998,2.9215328467153285,Chain-RFR-PI,0.0
