,data,tau_x_score,prediction_time,buckets_per_rank,algo
0,authorship,0.7607843137254903,1.9681883291739903,2.8705882352941177,Chain-GBR-RR-EPSI(0.16)
1,authorship,0.7996031746031743,1.9660506693860036,2.9642857142857144,Chain-GBR-RR-EPSI(0.16)
2,authorship,0.7658730158730158,1.9636883428963299,2.9642857142857144,Chain-GBR-RR-EPSI(0.16)
3,authorship,0.8115079365079364,1.97217589091301,2.9642857142857144,Chain-GBR-RR-EPSI(0.16)
4,authorship,0.7996031746031743,1.962165001884359,3.0357142857142856,Chain-GBR-RR-EPSI(0.16)
5,authorship,0.7857142857142856,1.9620985549151488,2.9404761904761907,Chain-GBR-RR-EPSI(0.16)
6,authorship,0.7896825396825394,1.9620668632774563,2.9285714285714284,Chain-GBR-RR-EPSI(0.16)
7,authorship,0.8035714285714286,1.9641481665172922,2.9761904761904763,Chain-GBR-RR-EPSI(0.16)
8,authorship,0.8095238095238093,1.967515371926337,2.9642857142857144,Chain-GBR-RR-EPSI(0.16)
9,authorship,0.8015873015873014,1.9696107588255458,3.011904761904762,Chain-GBR-RR-EPSI(0.16)
10,authorship,0.8215686274509801,1.964206294483861,3.070588235294118,Chain-GBR-RR-EPSI(0.16)
11,authorship,0.8075396825396824,1.965220122853393,2.988095238095238,Chain-GBR-RR-EPSI(0.16)
12,authorship,0.7718253968253967,1.9623633663447837,2.9047619047619047,Chain-GBR-RR-EPSI(0.16)
13,authorship,0.8095238095238092,1.967429805975634,2.9642857142857144,Chain-GBR-RR-EPSI(0.16)
14,authorship,0.8015873015873014,1.9684038539129953,2.9642857142857144,Chain-GBR-RR-EPSI(0.16)
15,authorship,0.7341269841269841,1.9715289601023047,2.761904761904762,Chain-GBR-RR-EPSI(0.16)
16,authorship,0.8075396825396823,1.9695276042635146,3.0595238095238093,Chain-GBR-RR-EPSI(0.16)
17,authorship,0.8035714285714286,1.9673655941581902,2.9761904761904763,Chain-GBR-RR-EPSI(0.16)
18,authorship,0.8154761904761904,1.963654220145793,2.988095238095238,Chain-GBR-RR-EPSI(0.16)
19,authorship,0.7976190476190474,1.96655198469568,2.9761904761904763,Chain-GBR-RR-EPSI(0.16)
20,authorship,0.788235294117647,1.9681493991609558,2.8941176470588235,Chain-GBR-RR-EPSI(0.16)
21,authorship,0.8115079365079362,1.9683228404936894,2.988095238095238,Chain-GBR-RR-EPSI(0.16)
22,authorship,0.8015873015873014,1.964600986021822,2.9642857142857144,Chain-GBR-RR-EPSI(0.16)
23,authorship,0.753968253968254,1.9630697581412282,2.9285714285714284,Chain-GBR-RR-EPSI(0.16)
24,authorship,0.7718253968253967,1.966281036702962,2.9047619047619047,Chain-GBR-RR-EPSI(0.16)
25,authorship,0.8154761904761904,1.9643787062159708,2.9523809523809526,Chain-GBR-RR-EPSI(0.16)
26,authorship,0.8174603174603172,1.9649775233906368,2.9761904761904763,Chain-GBR-RR-EPSI(0.16)
27,authorship,0.7956349206349204,1.962282356035661,2.988095238095238,Chain-GBR-RR-EPSI(0.16)
28,authorship,0.767857142857143,1.9590659823396601,2.857142857142857,Chain-GBR-RR-EPSI(0.16)
29,authorship,0.7718253968253967,1.9699326337898373,2.9761904761904763,Chain-GBR-RR-EPSI(0.16)
30,authorship,0.7960784313725487,1.962760908196278,2.976470588235294,Chain-GBR-RR-EPSI(0.16)
31,authorship,0.8273809523809522,1.96572672559101,3.0476190476190474,Chain-GBR-RR-EPSI(0.16)
32,authorship,0.8115079365079362,1.9610993049744416,3.011904761904762,Chain-GBR-RR-EPSI(0.16)
33,authorship,0.7817460317460316,1.9637424608645266,2.9523809523809526,Chain-GBR-RR-EPSI(0.16)
34,authorship,0.8115079365079364,1.9596305505981524,3.0357142857142856,Chain-GBR-RR-EPSI(0.16)
35,authorship,0.7956349206349204,1.9602311503550407,2.9166666666666665,Chain-GBR-RR-EPSI(0.16)
36,authorship,0.7936507936507935,1.9617212831221815,2.9761904761904763,Chain-GBR-RR-EPSI(0.16)
37,authorship,0.7956349206349204,1.9638739447759603,2.9523809523809526,Chain-GBR-RR-EPSI(0.16)
38,authorship,0.7539682539682541,1.9608945875107824,2.869047619047619,Chain-GBR-RR-EPSI(0.16)
