,data,tau_x_score,prediction_time,buckets_per_rank,algo
0,authorship,0.8980392156862744,2.2486653243668147,3.8823529411764706,ST-GBR-EPSI(0.03)
1,authorship,0.9484126984126985,1.2860582101224038,3.880952380952381,ST-GBR-EPSI(0.03)
2,authorship,0.9126984126984128,0.9683294027336465,3.9523809523809526,ST-GBR-EPSI(0.03)
3,authorship,0.9285714285714286,0.8869948939191712,3.9047619047619047,ST-GBR-EPSI(0.03)
4,authorship,0.9206349206349206,0.8888389357014755,3.9285714285714284,ST-GBR-EPSI(0.03)
5,authorship,0.9464285714285714,0.8917020702431355,3.9166666666666665,ST-GBR-EPSI(0.03)
6,authorship,0.9146825396825398,0.9685583674950757,3.8214285714285716,ST-GBR-EPSI(0.03)
7,authorship,0.9384920634920635,0.8712992954871784,3.9166666666666665,ST-GBR-EPSI(0.03)
8,authorship,0.9464285714285714,0.9890717692038771,3.892857142857143,ST-GBR-EPSI(0.03)
9,authorship,0.9166666666666666,0.9918363153346422,3.8333333333333335,ST-GBR-EPSI(0.03)
10,authorship,0.943137254901961,0.9027977318486747,3.8941176470588235,ST-GBR-EPSI(0.03)
11,authorship,0.9404761904761905,0.8706293054677562,3.9761904761904763,ST-GBR-EPSI(0.03)
12,authorship,0.9126984126984126,0.8851795786033368,3.857142857142857,ST-GBR-EPSI(0.03)
13,authorship,0.9186507936507937,0.87643525915768,3.9642857142857144,ST-GBR-EPSI(0.03)
14,authorship,0.9444444444444444,0.8589998320394028,3.9047619047619047,ST-GBR-EPSI(0.03)
15,authorship,0.9027777777777777,0.956244868162665,3.892857142857143,ST-GBR-EPSI(0.03)
16,authorship,0.9186507936507937,0.8535721872517339,3.8214285714285716,ST-GBR-EPSI(0.03)
17,authorship,0.9265873015873015,0.9901562134143919,3.869047619047619,ST-GBR-EPSI(0.03)
18,authorship,0.9444444444444444,0.9901604554276795,3.9285714285714284,ST-GBR-EPSI(0.03)
19,authorship,0.9424603174603173,0.929326712200296,3.892857142857143,ST-GBR-EPSI(0.03)
20,authorship,0.9470588235294116,0.8674453355270176,3.9176470588235293,ST-GBR-EPSI(0.03)
21,authorship,0.9087301587301588,0.9554824275646503,3.9047619047619047,ST-GBR-EPSI(0.03)
22,authorship,0.9186507936507935,0.9744787052142575,3.892857142857143,ST-GBR-EPSI(0.03)
23,authorship,0.9126984126984128,0.9748909458471197,3.880952380952381,ST-GBR-EPSI(0.03)
24,authorship,0.888888888888889,0.9719669042152815,3.880952380952381,ST-GBR-EPSI(0.03)
25,authorship,0.9503968253968255,0.9794996794721214,3.869047619047619,ST-GBR-EPSI(0.03)
26,authorship,0.9523809523809522,0.8555621826630184,3.9047619047619047,ST-GBR-EPSI(0.03)
27,authorship,0.9146825396825398,0.9671574276699999,3.9404761904761907,ST-GBR-EPSI(0.03)
28,authorship,0.9365079365079365,0.919167955813357,3.8333333333333335,ST-GBR-EPSI(0.03)
29,authorship,0.8809523809523809,0.9152759512031229,3.880952380952381,ST-GBR-EPSI(0.03)
30,authorship,0.9176470588235296,0.8619431394378778,3.8588235294117648,ST-GBR-EPSI(0.03)
31,authorship,0.9404761904761904,0.9353505338693835,3.8333333333333335,ST-GBR-EPSI(0.03)
32,authorship,0.9166666666666666,0.875881551929314,3.857142857142857,ST-GBR-EPSI(0.03)
33,authorship,0.9285714285714287,0.9325144396599077,3.9285714285714284,ST-GBR-EPSI(0.03)
34,authorship,0.9107142857142857,0.8521632358045125,3.8452380952380953,ST-GBR-EPSI(0.03)
35,authorship,0.9404761904761905,0.8744183585824208,3.9285714285714284,ST-GBR-EPSI(0.03)
36,authorship,0.9484126984126985,0.85923292654572,3.9285714285714284,ST-GBR-EPSI(0.03)
37,authorship,0.9305555555555555,0.8808668415404421,3.8452380952380953,ST-GBR-EPSI(0.03)
38,authorship,0.8988095238095238,0.925572719407146,3.8452380952380953,ST-GBR-EPSI(0.03)
39,authorship,0.9384920634920635,0.9606682300310483,3.8452380952380953,ST-GBR-EPSI(0.03)
40,authorship,0.9117647058823529,0.9303478101914228,3.8705882352941177,ST-GBR-EPSI(0.03)
41,authorship,0.9464285714285714,0.9162935372198738,3.892857142857143,ST-GBR-EPSI(0.03)
42,authorship,0.9246031746031745,0.9138954822059536,3.9047619047619047,ST-GBR-EPSI(0.03)
43,authorship,0.9305555555555556,0.9770736348511986,3.9404761904761907,ST-GBR-EPSI(0.03)
44,authorship,0.9345238095238096,0.9923586965219745,3.8452380952380953,ST-GBR-EPSI(0.03)
45,authorship,0.9047619047619049,0.8890354460771728,3.857142857142857,ST-GBR-EPSI(0.03)
46,authorship,0.9305555555555556,0.9490343123670792,3.9166666666666665,ST-GBR-EPSI(0.03)
47,authorship,0.8968253968253967,0.9552936583792567,3.880952380952381,ST-GBR-EPSI(0.03)
48,authorship,0.9226190476190477,0.8629530384170944,3.869047619047619,ST-GBR-EPSI(0.03)
49,authorship,0.9543650793650794,0.9814450439528672,3.9404761904761907,ST-GBR-EPSI(0.03)
50,glass,0.9363636363636364,0.4486512279176946,5.681818181818182,ST-GBR-EPSI(0.03)
51,glass,0.8878787878787879,0.431159701991987,5.681818181818182,ST-GBR-EPSI(0.03)
52,glass,0.881818181818182,0.44729837460119426,5.7272727272727275,ST-GBR-EPSI(0.03)
