,data,tau_x_score,prediction_time,buckets_per_rank,algo,percentage
0,authorship,0.596078431372549,1.9644289882441586,2.5294117647058822,Chain-GBR-RR-EPSI(0.16),0.2
1,authorship,0.6468253968253967,1.961498330854003,2.488095238095238,Chain-GBR-RR-EPSI(0.16),0.2
2,authorship,0.6507936507936508,1.9600023724172846,2.630952380952381,Chain-GBR-RR-EPSI(0.16),0.2
3,authorship,0.632936507936508,1.960797070584297,2.5357142857142856,Chain-GBR-RR-EPSI(0.16),0.2
4,authorship,0.6448412698412699,1.96560096760619,2.5357142857142856,Chain-GBR-RR-EPSI(0.16),0.2
5,authorship,0.6051587301587302,1.965143319659935,2.4761904761904763,Chain-GBR-RR-EPSI(0.16),0.2
6,authorship,0.6428571428571429,1.9666645964212595,2.5,Chain-GBR-RR-EPSI(0.16),0.2
7,authorship,0.6031746031746031,1.9627986040655565,2.4761904761904763,Chain-GBR-RR-EPSI(0.16),0.2
8,authorship,0.638888888888889,1.9674422042112818,2.5595238095238093,Chain-GBR-RR-EPSI(0.16),0.2
9,authorship,0.5972222222222222,1.9616953014946759,2.4047619047619047,Chain-GBR-RR-EPSI(0.16),0.2
10,authorship,0.6627450980392157,1.960619950965742,2.5294117647058822,Chain-GBR-RR-EPSI(0.16),0.2
11,authorship,0.646825396825397,1.9582646115322773,2.5357142857142856,Chain-GBR-RR-EPSI(0.16),0.2
12,authorship,0.6091269841269841,1.9586927344468001,2.4285714285714284,Chain-GBR-RR-EPSI(0.16),0.2
13,authorship,0.6507936507936508,1.959294386793243,2.5714285714285716,Chain-GBR-RR-EPSI(0.16),0.2
14,authorship,0.6309523809523809,1.9577835115064217,2.5357142857142856,Chain-GBR-RR-EPSI(0.16),0.2
15,authorship,0.6150793650793651,1.9570515778146362,2.5,Chain-GBR-RR-EPSI(0.16),0.2
16,authorship,0.615079365079365,1.9571891229519587,2.488095238095238,Chain-GBR-RR-EPSI(0.16),0.2
17,authorship,0.6587301587301587,1.9581609959743762,2.4523809523809526,Chain-GBR-RR-EPSI(0.16),0.2
18,authorship,0.6428571428571429,1.9594124076082855,2.5595238095238093,Chain-GBR-RR-EPSI(0.16),0.2
19,authorship,0.6011904761904763,1.959511238270119,2.4404761904761907,Chain-GBR-RR-EPSI(0.16),0.2
20,authorship,0.6568627450980392,1.9582395213148307,2.541176470588235,Chain-GBR-RR-EPSI(0.16),0.2
21,authorship,0.6190476190476191,1.9578303984461698,2.511904761904762,Chain-GBR-RR-EPSI(0.16),0.2
22,authorship,0.6309523809523809,1.9560591847143787,2.511904761904762,Chain-GBR-RR-EPSI(0.16),0.2
23,authorship,0.5853174603174603,1.9601132161357677,2.3452380952380953,Chain-GBR-RR-EPSI(0.16),0.2
24,authorship,0.630952380952381,1.9581828622385062,2.5357142857142856,Chain-GBR-RR-EPSI(0.16),0.2
25,authorship,0.6567460317460319,1.9596826095445705,2.4523809523809526,Chain-GBR-RR-EPSI(0.16),0.2
26,authorship,0.6170634920634921,1.9590875006223294,2.5238095238095237,Chain-GBR-RR-EPSI(0.16),0.2
27,authorship,0.6349206349206349,1.960951938756469,2.5238095238095237,Chain-GBR-RR-EPSI(0.16),0.2
28,authorship,0.6428571428571429,1.9587449043186875,2.4761904761904763,Chain-GBR-RR-EPSI(0.16),0.2
29,authorship,0.621031746031746,1.9574364467077323,2.4642857142857144,Chain-GBR-RR-EPSI(0.16),0.2
