test_score,time
0.3229166666666666,8.497487484000885
0.3184523809523809,8.330091228999665
0.2485119047619047,8.321192240000528
0.3363095238095237,8.47757649199957
0.2172619047619047,8.319085600000108
0.3705357142857143,8.338396700999514
0.2749615975422427,8.521696130001144
0.3225806451612903,8.312392669000474
0.2980030721966205,8.324792646999413
0.304147465437788,8.55088473000069
0.2678571428571428,8.401890827999523
0.2708333333333333,8.565469838000354
0.3556547619047618,8.333751518999634
0.306547619047619,8.32014638400142
0.2931547619047618,8.443142026000714
0.3214285714285714,8.351514381998637
0.3609831029185867,8.300868074999016
0.3379416282642089,8.452355497998724
0.2657450076804915,8.325648165999155
0.3732718894009216,8.328108531999533
0.3184523809523809,8.528679950000878
0.2872023809523809,8.324268705999202
0.3139880952380952,8.350966759999212
0.2931547619047619,8.495041661999494
0.2619047619047619,8.323393852000663
0.3348214285714286,8.319097772000532
0.2642089093701997,8.481399579000936
0.3394777265745007,8.335636394000176
0.3241167434715822,8.33803918800004
0.2319508448540706,8.517530434999573
0.1785714285714285,8.30975678899995
0.2916666666666666,8.34885177599972
0.2827380952380952,8.504660546001105
0.2693452380952381,8.34830205400067
0.2202380952380952,8.352682472999733
0.2916666666666666,8.443711433999852
0.2519201228878648,8.327648284999668
0.3502304147465438,8.32271924199995
0.2626728110599078,8.459251268999653
0.2380952380952381,8.317539229999966
0.3199404761904761,8.44150876200001
0.2842261904761904,8.343801508000979
0.3779761904761904,8.342732245999283
0.2559523809523809,8.50850887500019
0.3110119047619047,8.336700064000976
0.2782738095238095,8.338714499999694
0.2995391705069125,8.503906247000486
0.2642089093701997,8.316903599999932
0.3763440860215054,8.340585664000173
0.3164362519201228,8.519072369999774
