caseid,linksrechts_parteien_1,linksrechts_parteien_2,linksrechts_parteien_3,linksrechts_parteien_4,linksrechts_parteien_5,linksrechts_parteien_6,linksrechts_selbst,erststimme_BTW21,zweitstimme_BTW21,coalition_1,coalition_2,coalition_3,coalition_4,coalition_5,coalition_6,coalition_7,coalition_8,coalition_9,klimawandel_parteien_1,klimawandel_parteien_2,klimawandel_parteien_3,klimawandel_parteien_4,klimawandel_parteien_5,klimawandel_parteien_6,klimawandel_parteien_7,klimawandel_selbst,immigration_parteien_1,immigration_parteien_2,immigration_parteien_3,immigration_parteien_4,immigration_parteien_5,immigration_parteien_6,immigration_parteien_7,immigration_selbst,corona_parteien,kandidateneinstufungen_1,kandidateneinstufungen_2,kandidateneinstufungen_3,kandidateneinstufungen_4,kandidateneinstufungen_5,kandidateneinstufungen_6,education_paul_recode,age,WestOst,hinc,Pos. of LINKE in Ranking,Pos. of GRUENE in Ranking,Pos. of SPD in Ranking,Pos. of CDU/CSU in Ranking,Pos. of FDP in Ranking,Pos. of AFD in Ranking
351.0,2,3,2,1,1,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,2,2,1,1,1,6,6,3,1,1,1,5,5,1,1,1,1,1,1,7,7,-5,-5,-5,-5,-4,-5,-5,3,41.0,WEST,7,2,2,2,2,2,1
379.0,5,977,3,7,3,3,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,AFD,3,5,2,3,5,5,2,1,1,3,3,1,3,1,1,5,5,4,4,1,4,1,1,6,5,-5,0,-3,-4,-4,-2,2,5,58.0,OST,6,5,6,4,3,2,1
391.0,11,9,9,9,10,6,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,5,3,1,2,1,6,6,5,4,1,4,4,4,1,1,3,3,1,4,7,7,-5,-5,3,-5,5,-4,1,4,50.0,OST,4,1,2,2,2,2,1
393.0,6,6,4,6,6,3,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER FDP,AFD,1,4,1,1,3,5,1,1,1,4,4,4,5,1,4,6,4,3,3,3,5,4,5,7,7,-2,-2,-1,-5,-2,-5,4,5,46.0,WEST,9,3,3,3,3,1,2
422.0,7,8,3,6,1,1,9,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,3,3,1,1,5,5,1,1,1,4,5,3,5,1,2,5,5,4,5,3,5,1,2,7,7,-2,-1,-5,-5,2,-5,1,3,73.0,WEST,3,3,3,3,2,2,1
432.0,3,4,3,6,2,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,4,4,1,1,1,1,2,2,4,1,3,7,7,2,2,2,4,1,2,7,7,-5,-5,-5,-5,-5,-5,-2,2,70.0,WEST,2,3,3,3,3,2,1
438.0,4,7,2,5,1,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,5,5,1,1,1,2,3,2,3,1,1,6,7,3,3,1,3,1,1,7,7,-5,-5,-4,-5,-4,-5,-3,3,55.0,OST,5,2,2,2,2,2,1
455.0,6,7,3,6,4,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,AFD,3,4,3,4,4,4,2,2,2,6,6,3,4,2,3,7,977,3,3,2,3,1,1,6,5,-3,1,-2,-1,1,0,1,3,40.0,WEST,9,5,6,2,3,4,1
466.0,8,9,4,9,3,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,3,1,1,4,5,3,1,1,5,5,4,5,1,1,5,4,5,5,3,5,1,1,7,7,-5,-5,0,-5,-5,-5,5,3,50.0,WEST,10,4,4,3,4,1,2
467.0,5,5,1,7,1,1,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,3,3,1,1,5,5,1,1,1,2,2,1,4,1,1,4,4,4,4,1,4,1,1,7,7,-5,-5,-5,-5,-2,-5,0,3,54.0,WEST,6,4,4,4,2,3,1
480.0,1,1,1,1,1,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,1,1,1,1,1,977,977,977,977,977,977,7,7,1,1,1,1,1,1,7,7,-5,-5,-5,-5,-5,-5,-5,3,44.0,OST,7,2,2,2,2,2,1
485.0,6,6,2,5,2,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,2,1,5,3,1,1,1,4,4,3,4,4,1,5,5,4,4,4,4,4,4,5,5,2,-1,-1,-4,-1,-1,-1,5,46.0,WEST,5,2,2,2,2,2,1
487.0,6,7,1,8,1,1,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,3,1,1,4,5,1,1,1,977,977,1,4,1,1,7,7,977,977,1,977,1,1,7,7,-5,-5,-5,-5,-5,977,0,6,53.0,WEST,9,3,3,3,3,2,1
488.0,11,11,11,11,11,11,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,5,1,1,1,1,4,4,4,4,977,4,7,7,7,7,7,7,7,7,7,7,-5,-5,-5,-5,5,-5,-5,2,58.0,WEST,2,1,1,1,1,1,1
517.0,977,977,977,977,977,977,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,4,3,1,1,4,3,1,1,1,977,977,977,977,977,977,977,4,977,977,977,977,977,977,977,7,-3,977,977,977,977,977,977,3,36.0,OST,5,1,1,1,1,1,1
619.0,6,4,4,7,1,1,9,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,4,1,1,5,5,1,1,1,3,2,2,4,1,3,6,5,2,3,2,3,1,1,7,2,-2,-3,-1,-5,-3,-5,4,2,73.0,WEST,5,3,3,3,3,2,1
620.0,2,3,1,6,1,2,977,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,2,5,3,3,5,5,2,1,1,1,977,977,977,977,977,977,7,1,977,977,977,977,977,977,2,-5,-3,-5,-5,-5,-5,5,6,34.0,WEST,12,4,4,4,3,2,1
636.0,6,7,5,4,7,3,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,AFD,1,1,1,1,3,1,1,1,1,6,6,3,5,2,3,5,7,3,4,2,3,3,2,4,6,-5,-4,0,-5,0,-5,2,6,47.0,WEST,8,2,2,2,2,2,1
647.0,977,977,977,977,977,3,3,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,3,3,1,1,1,977,977,977,977,2,977,977,6,977,977,977,977,977,977,6,6,-1,-3,-3,-2,-3,977,-2,5,35.0,OST,6,1,4,4,4,3,2
649.0,3,6,5,5,3,2,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,2,1,1,1,5,5,1,1,1,4,4,4,4,6,4,4,5,3,5,977,977,977,2,6,7,-4,-4,-5,-5,-4,0,0,3,33.0,WEST,2,2,2,2,2,2,1
654.0,1,1,1,1,1,1,977,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,3,5,1,1,1,977,1,1,1,1,977,7,7,1,1,1,1,1,1,7,7,-5,-5,-5,-5,-5,-5,-5,2,41.0,WEST,2,1,1,1,1,1,1
677.0,4,8,8,8,3,3,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,3,3,1,1,1,7,7,1,7,1,1,1,3,2,2,2,2,2,2,6,5,-5,-5,-5,-5,-5,-5,-5,3,61.0,OST,3,2,2,2,2,2,1
680.0,3,8,1,5,1,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,4,4,1,1,5,5,1,1,1,5,5,1,4,1,1,7,7,4,4,1,5,1,1,6,7,-5,-5,-5,-5,-5,-5,2,5,76.0,OST,6,3,3,3,3,2,1
683.0,5,6,4,6,4,2,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,4,4,1,1,1,2,2,3,2,1,2,6,4,4,4,4,4,2,2,7,7,-5,-4,-4,-4,-4,-4,-4,3,58.0,WEST,3,2,2,2,2,2,1
690.0,6,5,5,5,4,1,11,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,5,4,1,1,1,977,977,977,977,977,977,977,4,977,977,977,977,977,977,7,7,0,-5,-5,0,-5,-5,0,5,43.0,OST,4,2,2,2,2,2,1
701.0,2,2,3,3,1,1,9,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,2,1,1,4,4,1,1,1,1,1,3,4,1,3,6,7,1,2,3,3,1,1,7,7,-5,-5,-5,-5,-5,-5,-5,5,34.0,WEST,5,2,2,2,2,2,1
710.0,977,977,977,977,977,977,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,1,1,3,3,3,977,977,977,977,977,977,977,977,1,1,1,977,977,977,7,7,-5,-5,5,-5,-5,-5,0,2,29.0,WEST,1,2,2,1,2,2,1
731.0,5,5,5,5,3,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,AFD,3,2,1,1,3,3,2,1,3,4,4,4,4,2,3,5,4,3,3,3,4,2,2,5,6,0,-3,3,-3,2,-3,3,3,42.0,OST,7,3,3,2,3,2,1
742.0,4,3,2,8,1,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,3,1,1,1,5,3,3,1,1,2,2,1,4,1,1,4,5,1,1,1,1,1,1,7,7,-5,-5,0,-5,-5,-5,0,3,54.0,WEST,977,3,3,3,3,2,1
749.0,2,3,1,4,1,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN EINER ANDEREN PARTEI,AFD,1,1,1,1,3,3,1,1,1,1,1,1,3,1,1,7,7,1,1,1,1,1,1,7,7,-5,-5,-5,-5,-5,-5,-5,4,44.0,OST,977,2,2,2,2,2,1
770.0,5,6,3,5,2,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,AFD,2,4,4,3,4,5,2,1,1,977,5,977,5,1,977,5,6,4,4,2,5,2,977,5,6,-2,0,-3,-4,1,-4,3,5,83.0,WEST,977,2,2,2,1,1,1
778.0,4,4,2,3,1,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,1,1,1,1,1,5,5,3,5,1,4,4,5,4,4,3,4,1,3,6,5,-5,-5,-5,-5,-5,-5,-2,2,40.0,OST,2,2,2,2,2,2,1
782.0,3,4,4,4,5,4,9,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,3,3,3,3,3,3,7,7,0,-5,-5,-5,-5,-5,-5,6,56.0,WEST,977,2,2,2,2,2,1
788.0,3,3,1,3,1,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,4,1,1,5,5,1,1,1,977,977,1,977,1,1,4,7,1,1,1,1,1,1,7,7,-5,-5,-5,-5,-5,-5,-5,5,34.0,OST,977,3,3,3,2,2,1
799.0,977,6,6,7,1,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,3,1,2,4,5,1,1,1,7,7,7,7,7,7,7,7,2,5,2,4,5,3,7,7,-3,-4,3,-5,3,0,3,4,49.0,OST,8,3,3,3,3,1,2
803.0,9,7,3,7,1,1,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,2,5,1,1,4,4,1,1,1,4,4,4,6,1,5,7,7,4,4,5,4,1,6,1,6,-5,2,-5,-5,-5,-5,2,3,73.0,WEST,5,5,6,4,3,1,2
825.0,3,6,1,4,1,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,2,2,1,1,5,4,1,1,1,977,977,977,977,977,977,977,7,1,1,1,1,1,1,7,7,-4,-5,-2,-5,-1,-5,-4,6,56.0,OST,977,2,2,2,2,2,1
828.0,977,977,977,977,977,977,11,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,5,5,1,1,1,977,977,977,977,977,977,7,7,1,1,1,1,1,1,7,7,-5,-5,-5,-5,-5,-5,-5,2,59.0,WEST,5,2,3,3,3,3,1
831.0,1,2,2,3,2,1,977,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,977,977,1,1,1,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,5,42.0,OST,11,1,1,1,1,1,1
864.0,2,2,1,5,11,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,5,2,1,1,1,4,4,3,4,1,4,7,6,1,1,1,2,1,1,7,7,-5,-5,-2,-5,-5,-5,0,6,56.0,OST,8,2,2,2,2,2,1
867.0,10,10,1,10,5,1,11,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,4,4,1,1,1,7,7,7,7,5,7,5,7,2,7,1,4,1,1,7,7,0,-5,-5,-5,5,-4,-4,3,54.0,WEST,8,2,2,2,2,2,1
869.0,977,977,977,977,977,977,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,AFD,4,4,4,4,5,5,2,1,1,977,977,977,977,977,977,977,977,977,977,977,977,1,977,7,7,-5,-5,-5,-5,5,-5,-5,6,72.0,WEST,3,3,3,3,1,3,2
949.0,1,1,4,4,1,1,11,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,3,3,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,7,7,-2,-1,-4,-5,-4,1,-4,4,61.0,OST,2,4,4,2,4,3,1
999.0,3,3,2,5,1,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,3,1,1,5,5,1,1,1,2,3,1,4,1,1,7,7,1,1,1,1,1,1,4,7,-5,-5,-5,-5,-5,-5,1,5,28.0,WEST,9,4,4,4,2,3,1
1005.0,7,6,3,5,3,5,9,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,2,3,1,2,5,4,1,2,1,977,977,977,977,1,977,977,4,5,4,977,977,977,977,7,7,0,977,977,977,977,977,977,3,46.0,WEST,7,3,3,3,2,3,1
1038.0,7,8,4,7,2,1,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,AFD,2,4,1,1,5,4,1,1,1,4,5,2,5,1,2,6,7,4,5,3,4,1,1,7,7,-1,-2,-3,-4,1,-4,1,6,60.0,WEST,11,4,4,4,2,3,1
1106.0,6,6,5,5,2,1,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,3,4,1,1,1,1,1,1,7,1,1,7,7,1,6,1,6,1,1,7,7,-3,-5,-3,-5,2,-3,5,3,66.0,WEST,10,3,3,3,3,2,1
1133.0,5,10,4,8,4,1,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,AFD,1,4,3,4,5,5,1,1,1,4,5,3,5,1,3,7,7,6,7,2,6,1,1,7,7,-5,0,-5,-5,4,2,5,5,43.0,WEST,7,6,5,4,3,2,1
1135.0,3,8,2,8,1,1,9,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,5,5,1,1,1,4,3,3,6,3,3,6,5,1,1,1,1,1,1,7,7,-4,0,-5,-5,0,-5,0,6,57.0,WEST,11,2,2,2,2,2,1
1163.0,5,8,3,6,2,2,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,AFD,3,4,1,3,4,5,3,1,1,4,977,4,6,1,1,7,7,977,977,2,5,1,1,7,6,-3,0,0,-5,-3,2,4,6,67.0,WEST,7,4,6,5,2,1,3
1194.0,1,1,3,4,1,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,4,4,1,1,1,1,3,1,3,1,4,7,7,1,1,1,1,1,1,7,7,-5,-5,-5,-5,-5,-5,-5,3,34.0,OST,3,2,2,2,2,2,1
1204.0,3,5,1,5,1,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,3,5,1,1,5,5,1,1,1,2,4,1,5,1,1,7,7,2,4,1,3,1,1,7,7,-2,-4,-5,-5,3,-5,3,4,49.0,OST,6,4,4,4,3,2,1
1205.0,4,6,2,6,1,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,3,3,1,1,1,4,5,3,5,2,977,4,1,3,4,1,3,1,1,7,7,-2,-5,-5,-5,1,-5,0,2,50.0,OST,5,3,3,3,3,2,1
1236.0,7,8,5,7,6,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,1,4,1,3,2,7,7,5,5,1,4,6,2,4,4,3,3,3,3,6,7,0,-5,1,-5,4,977,0,3,59.0,WEST,977,4,4,2,4,3,1
1243.0,6,5,4,6,4,2,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,4,4,1,1,1,4,4,4,6,1,3,6,2,1,1,1,1,1,1,7,7,-5,-5,-5,-5,-5,-5,-5,5,33.0,WEST,6,2,3,4,4,4,1
1343.0,7,7,4,8,3,1,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,4,2,3,5,5,1,1,1,2,2,1,4,1,1,7,7,2,3,1,4,1,1,7,6,-5,-5,-5,-5,-4,-5,3,6,57.0,WEST,10,4,4,4,3,2,1
1347.0,1,3,1,3,1,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,5,4,1,1,1,2,2,1,4,1,1,4,4,1,1,1,3,1,1,7,7,-5,-5,-5,-5,-5,-5,-1,4,49.0,OST,6,3,3,3,3,2,1
1355.0,6,6,6,7,4,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,3,2,2,2,5,4,2,1,1,5,5,5,5,1,2,6,6,5,5,5,5,3,1,7,7,-3,-4,-1,-4,2,-3,0,5,37.0,WEST,3,2,2,2,2,2,1
1356.0,6,6,6,6,6,1,9,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,3,3,1,1,5,5,1,1,1,4,4,4,5,1,4,5,5,2,4,2,2,1,3,7,7,1,-5,1,-5,5,-5,-5,5,51.0,WEST,11,2,2,2,2,2,1
1385.0,11,4,7,3,3,1,11,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,5,5,1,1,1,4,4,4,4,4,4,4,7,4,4,4,4,4,4,7,7,-5,-5,-5,-5,-5,-5,-5,6,62.0,OST,977,2,5,2,4,3,1
1387.0,7,7,7,7,7,11,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,4,1,1,4,3,1,1,1,4,4,4,4,4,4,4,5,1,1,1,4,7,7,7,6,-5,-5,-5,-5,1,-5,2,2,51.0,WEST,3,4,4,4,2,3,1
1392.0,977,977,977,977,977,977,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,977,4,1,1,1,977,977,977,977,977,977,977,4,977,977,977,977,977,977,977,7,-5,977,977,977,977,977,977,5,33.0,OST,977,2,2,2,2,2,1
1398.0,6,8,1,7,1,1,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,2,4,1,1,5,5,1,1,1,3,5,1,7,1,1,6,7,3,4,1,5,1,1,6,7,-4,-5,-4,-5,3,-5,4,6,58.0,WEST,8,4,4,4,3,2,1
1402.0,977,977,5,5,1,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,2,1,1,1,1,1,1,1,4,1,5,7,7,3,1,4,977,6,6,7,7,-3,-5,-3,-5,-5,977,-5,2,58.0,WEST,6,2,2,2,2,2,1
1435.0,1,1,1,1,1,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,1,1,1,1,1,1,2,4,6,3,4,6,5,1,1,1,1,1,1,7,7,-5,-5,-5,-5,-5,-5,-5,6,23.0,OST,7,2,2,2,2,2,1
1442.0,3,3,3,3,977,9,1,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,3,1,1,1,4,4,1,1,1,1,1,6,1,1,4,6,7,1,1,4,1,1,1,7,7,-5,-5,2,-5,-5,-5,-5,3,61.0,WEST,5,3,3,2,3,3,1
1461.0,2,3,2,4,1,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,5,5,1,1,1,1,2,1,2,1,1,5,7,1,3,1,2,1,1,7,7,-5,-4,-5,-5,-5,-5,-4,4,53.0,OST,6,2,2,2,2,2,1
1464.0,2,2,2,2,1,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,2,2,1,1,5,3,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,7,7,-5,-5,-5,-5,-5,-5,-5,3,55.0,WEST,8,2,2,2,2,2,1
1466.0,5,5,1,5,1,1,11,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,7,7,1,1,1,1,1,1,7,7,-5,-5,-5,-5,-5,-5,-5,3,61.0,WEST,4,2,2,2,2,2,1
1492.0,1,1,1,4,1,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,4,4,1,1,1,1,2,1,3,1,2,6,6,1,1,1,2,1,1,7,7,-5,-5,-5,-5,-5,-5,-3,4,68.0,OST,2,2,5,4,5,3,1
1505.0,5,5,4,6,1,1,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,3,3,1,1,5,5,1,1,1,4,4,2,4,1,1,4,4,2,2,2,4,1,1,7,7,1,1,1,-5,3,1,3,2,37.0,OST,3,3,3,3,3,2,1
1506.0,2,4,7,5,977,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,2,3,1,1,4,3,1,1,1,1,1,977,977,1,977,7,7,1,977,4,977,977,5,7,7,-4,-3,-2,-5,-1,977,977,2,21.0,OST,1,2,2,2,2,1,1
1523.0,8,8,6,8,3,1,9,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,AFD,1,1,2,1,2,1,1,2,5,5,5,2,6,1,4,4,3,4,4,4,5,3,2,7,7,-2,-4,3,1,-3,1,1,2,52.0,OST,4,3,5,1,6,4,2
1530.0,2,3,1,5,1,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,5,4,1,1,1,2,2,2,3,2,2,7,6,1,1,1,3,1,1,7,7,-5,-4,-5,-5,-5,-5,-3,3,50.0,WEST,977,3,3,3,3,2,1
1548.0,977,977,977,977,977,977,977,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,3,1,1,5,4,1,1,1,977,977,977,977,1,977,7,7,977,977,977,977,977,977,7,7,-2,-5,-5,-5,-5,5,0,2,55.0,WEST,10,2,3,3,3,3,1
1601.0,3,3,1,6,1,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,3,1,3,4,4,1,1,1,6,4,4,6,1,4,6,6,3,3,2,4,2,4,5,4,-5,2,-5,-5,-5,-3,3,6,49.0,WEST,12,3,3,3,3,2,1
1664.0,977,977,977,977,8,3,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,977,977,1,2,977,4,1,2,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,-3,-5,977,-5,-4,977,977,3,50.0,WEST,977,2,2,2,2,2,1
1690.0,3,5,1,5,1,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER FDP,AFD,1,5,1,1,4,5,1,1,1,7,4,2,4,1,1,7,5,4,5,2,5,1,1,7,6,-3,-5,-4,-5,5,4,0,6,72.0,WEST,4,3,3,3,3,1,2
1706.0,11,11,6,6,6,1,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,4,4,5,4,3,7,7,4,6,2,1,7,7,6,6,4,5,1,1,7,7,5,-5,1,0,-5,1,0,3,57.0,WEST,977,4,4,2,5,3,1
1713.0,5,5,5,5,5,5,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,2,3,1,1,5,5,1,3,1,3,4,4,3,1,4,4,3,3,3,5,4,3,7,6,7,-5,-2,-5,-5,-1,-2,0,3,49.0,WEST,5,1,3,3,2,3,1
1749.0,977,977,977,977,977,5,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,4,4,1,1,1,1,1,1,2,1,4,4,6,1,1,2,2,1,1,7,5,-3,-5,-2,-5,-5,-1,0,3,53.0,WEST,6,2,3,3,3,3,1
1750.0,977,977,977,977,977,977,10,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,2,2,2,2,4,2,2,2,2,977,977,977,977,977,977,977,4,977,977,977,977,977,977,6,6,0,977,977,977,977,977,977,3,43.0,OST,2,2,2,2,2,2,1
1754.0,5,6,3,5,3,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,AFD,2,5,2,3,4,5,2,1,1,5,5,1,5,1,2,7,5,4,5,2,3,2,1,5,5,1,0,-2,-5,-1,1,1,5,55.0,WEST,4,6,5,4,2,1,3
1798.0,4,4,5,3,3,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,AFD,2,2,1,1,3,3,1,1,1,2,977,2,2,1,977,6,3,977,977,977,977,1,1,7,3,-4,0,0,0,0,0,0,5,38.0,WEST,4,2,2,2,2,2,1
1818.0,977,977,977,977,7,977,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,2,2,2,2,5,5,2,2,2,977,977,977,7,1,2,7,6,4,4,4,4,4,1,7,7,-2,1,977,977,977,977,977,3,49.0,WEST,2,3,2,3,3,3,1
1822.0,1,1,1,1,1,1,11,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,3,1,1,1,1,977,977,977,977,977,977,4,977,1,1,1,1,1,1,7,7,-5,-5,-5,-5,-5,-5,-5,2,25.0,WEST,2,2,2,2,2,2,1
1907.0,4,3,3,2,2,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,4,3,1,1,1,2,2,2,1,1,1,4,4,1,1,1,1,1,1,5,7,-5,-5,-5,-5,-5,-5,-5,5,39.0,WEST,10,2,2,2,2,2,1
1916.0,5,5,5,5,5,5,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,2,2,1,1,4,4,1,1,1,4,4,4,4,4,4,4,4,4,4,4,4,1,4,7,7,-2,-5,0,-5,0,-5,2,3,34.0,OST,3,3,4,4,4,2,1
1926.0,4,4,4,5,2,1,977,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,1,1,1,3,3,1,1,1,2,2,2,3,1,977,5,6,1,1,1,977,977,977,3,977,-5,-5,-5,-5,-5,-5,-3,6,30.0,WEST,7,3,3,3,3,2,1
1944.0,977,977,977,977,977,977,977,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,1,3,1,1,3,3,1,1,3,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,-5,-5,977,977,-5,977,977,2,38.0,WEST,977,2,2,2,2,2,1
1945.0,4,5,2,4,1,1,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,AFD,3,4,1,3,5,5,1,1,1,4,4,1,4,1,1,7,7,4,5,1,4,1,1,7,7,-5,-1,-5,-5,-1,-5,-1,6,63.0,WEST,11,4,4,4,3,2,1
