caseid,linksrechts_parteien_1,linksrechts_parteien_2,linksrechts_parteien_3,linksrechts_parteien_4,linksrechts_parteien_5,linksrechts_parteien_6,linksrechts_selbst,erststimme_BTW21,zweitstimme_BTW21,coalition_1,coalition_2,coalition_3,coalition_4,coalition_5,coalition_6,coalition_7,coalition_8,coalition_9,klimawandel_parteien_1,klimawandel_parteien_2,klimawandel_parteien_3,klimawandel_parteien_4,klimawandel_parteien_5,klimawandel_parteien_6,klimawandel_parteien_7,klimawandel_selbst,immigration_parteien_1,immigration_parteien_2,immigration_parteien_3,immigration_parteien_4,immigration_parteien_5,immigration_parteien_6,immigration_parteien_7,immigration_selbst,corona_parteien,kandidateneinstufungen_1,kandidateneinstufungen_2,kandidateneinstufungen_3,kandidateneinstufungen_4,kandidateneinstufungen_5,kandidateneinstufungen_6,education_paul_recode,age,WestOst,hinc,Pos. of LINKE in Ranking,Pos. of GRUENE in Ranking,Pos. of SPD in Ranking,Pos. of CDU/CSU in Ranking,Pos. of FDP in Ranking,Pos. of AFD in Ranking
2146.0,11,11,6,11,6,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,4,2,2,1,1,1,2,2,4,6,4,4,4,1,7,7,4,3,4,5,6,5,7,7,5,5,-5,5,3,5,5,-2,3,58.0,WEST,11,5,2,1,4,3,6
2147.0,7,9,5,5,4,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,4,4,5,3,1,1,3,4,5,4,5,5,4,5,2,2,3,4,4,3,3,4,1,1,4,0,-2,4,1,1,2,2,6,27.0,WEST,5,5,2,4,3,1,5
2149.0,8,9,4,8,4,2,4,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,1,1,1,1,1,1,4,5,5,6,6,4,5,2,1,7,3,5,6,4,6,2,1,7,3,1,-4,2,2,-3,3,-1,5,26.0,WEST,10,4,2,1,5,3,6
2159.0,7,8,6,5,4,1,4,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,4,3,1,3,1,3,5,2,3,977,4,5,6,1,2,977,4,5,5,4,7,977,3,7,5,-5,-3,1,-4,2,977,-5,5,28.0,WEST,7,3,3,1,2,3,3
2165.0,7,7,6,5,6,3,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,SPD,5,5,4,4,5,5,4,5,4,5,5,4,4,4,5,6,4,5,5,4,5,4,4,7,5,3,-2,3,2,2,3,4,6,20.0,OST,12,5,3,2,4,1,6
2166.0,1,2,1,2,1,1,1,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,SPD,3,2,4,3,1,1,4,3,4,2,2,3,3,1,1,7,2,2,2,1,1,1,1,7,1,3,5,5,2,2,3,3,3,46.0,WEST,10,5,4,1,2,3,6
1.0,7,7,3,6,4,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,5,4,5,1,1,2,1,1,4,4,977,5,2,977,977,4,4,4,2,2,1,2,7,4,4,2,-2,-3,4,-1,2,3,72.0,WEST,8,3,3,3,1,2,3
2.0,6,6,6,6,6,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,5,1,1,1,1,1,1,1,977,977,977,977,977,977,977,977,977,977,977,977,977,977,977,4,5,2,0,-5,3,5,-5,3,44.0,WEST,4,4,5,2,1,3,5
18.0,6,6,6,5,3,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,5,1,1,1,1,1,1,1,5,5,5,5,1,4,7,5,5,5,5,5,1,2,7,5,2,1,1,-5,2,-5,3,3,53.0,WEST,7,4,4,3,1,2,4
19.0,7,8,4,5,4,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,2,4,3,3,2,2,2,1,1,4,7,4,7,1,977,977,7,4,7,4,7,4,977,7,7,-1,0,-5,0,5,0,0,3,72.0,WEST,4,3,3,3,1,2,3
33.0,977,977,977,977,977,977,977,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,2,4,1,1,1,1,1,2,1,977,977,977,977,977,977,977,3,977,977,977,977,977,977,977,4,1,977,977,977,977,977,977,3,36.0,WEST,4,4,4,2,1,3,4
40.0,7,8,4,7,5,2,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,5,5,5,2,2,3,2,3,4,5,3,5,3,2,6,5,5,5,3,5,3,2,6,5,3,3,-1,-2,3,1,3,6,72.0,WEST,4,4,3,4,1,2,4
55.0,6,7,3,5,2,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,2,5,5,5,1,1,1,1,1,4,4,2,6,1,1,7,4,5,5,2,5,1,1,7,5,4,4,-5,-5,4,-5,0,2,72.0,WEST,5,2,2,2,1,2,2
63.0,5,7,4,6,3,2,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,CDU/CSU,3,4,2,2,4,4,2,1,2,4,4,4,4,3,3,5,4,3,4,2,4,2,2,6,6,2,-2,0,-2,3,2,2,5,56.0,WEST,977,4,4,3,1,2,1
72.0,977,977,977,977,977,977,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,CDU/CSU,1,2,2,2,3,3,1,1,1,977,977,977,977,1,977,977,4,977,977,977,977,977,977,977,7,4,1,-5,-1,5,2,1,4,58.0,OST,4,2,2,2,1,1,1
81.0,8,8,2,2,2,2,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,3,3,3,3,2,2,1,1,1,4,4,4,4,4,4,4,2,6,6,2,2,2,2,2,7,3,-3,-5,-5,5,-5,-5,6,48.0,WEST,7,2,2,2,1,2,2
94.0,977,977,977,977,977,977,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,4,2,2,2,2,2,2,2,5,977,977,977,1,977,977,5,5,5,977,977,1,977,7,7,0,2,-1,-5,2,-5,0,2,69.0,WEST,977,1,1,1,1,1,1
122.0,977,977,977,1,1,1,977,DIE KANDIDATIN BZW. DEN KANDIDATEN DER AFD,CDU/CSU,977,4,977,977,977,977,977,977,977,977,977,977,977,977,977,977,7,7,7,7,7,7,7,7,7,-5,5,-5,-5,5,977,-5,3,48.0,WEST,5,4,4,3,1,4,2
142.0,8,8,5,8,4,1,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,CDU/CSU,1,5,5,5,1,1,4,1,2,7,6,3,5,1,3,5,6,2,3,3,6,6,7,5,3,5,4,4,-1,5,1,1,2,82.0,WEST,6,3,3,3,1,2,3
156.0,6,6,3,6,5,2,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,3,3,1,1,1,1,2,1,4,4,4,5,1,5,6,4,4,4,4,5,2,6,7,4,4,1,4,-4,4,0,-3,6,46.0,WEST,11,3,3,2,1,3,3
158.0,7,7,4,6,3,2,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,3,4,3,3,2,2,2,1,1,5,5,3,3,1,4,4,5,4,4,3,3,1,3,6,5,1,1,-3,-5,3,-3,-3,3,57.0,WEST,977,2,2,2,1,2,2
172.0,6,6,6,6,4,2,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,4,1,1,1,1,1,1,1,3,3,3,3,1,1,1,6,4,4,4,4,3,6,6,5,2,0,-2,-5,2,-5,-1,2,79.0,WEST,6,3,3,2,1,2,3
173.0,7,7,2,7,3,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,2,5,4,4,1,1,2,1,2,3,3,2,4,1,1,7,3,3,3,1,3,1,1,7,3,3,4,-3,-4,4,-3,4,6,51.0,WEST,9,5,3,4,1,2,5
176.0,7,7,6,6,6,1,10,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,1,1,1,4,2,1,1,1,4,4,4,4,1,4,7,7,5,5,4,4,1,4,7,7,0,1,1,-5,-5,-5,-5,3,60.0,WEST,4,5,6,3,1,4,2
178.0,7,7,4,6,6,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,4,5,4,1,1,2,2,3,5,5,3,5,1,3,6,3,3,3,4,3,2,4,7,4,1,-1,4,-1,0,3,-1,3,37.0,OST,10,5,3,2,1,4,5
191.0,8,8,5,7,7,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,4,4,4,1,1,3,1,3,4,4,4,5,1,2,6,3,5,5,3,4,2,2,7,3,3,1,1,2,2,2,1,2,78.0,WEST,4,5,3,4,1,2,5
192.0,8,8,4,6,2,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,5,4,4,1,1,3,1,1,6,5,3,6,1,2,6,5,5,5,4,4,1,1,7,3,2,-2,0,-5,5,0,4,3,62.0,WEST,6,4,4,3,1,2,4
214.0,8,8,6,6,6,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER FDP,CDU/CSU,4,5,4,3,1,1,3,1,2,3,3,2,3,1,4,7,3,4,4,5,5,4,6,7,5,3,0,3,3,3,3,4,3,44.0,WEST,3,4,3,2,1,1,4
226.0,5,8,3,6,1,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,2,4,2,3,1,1,2,1,2,5,5,4,5,1,977,7,5,5,6,3,5,1,1,7,7,-2,0,-3,-5,0,0,1,3,48.0,WEST,3,3,3,3,1,2,3
238.0,6,7,4,6,4,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,2,5,5,4,1,1,1,1,1,5,5,3,6,2,977,977,5,3,4,1,4,1,1,7,5,3,2,0,-2,3,1,2,6,44.0,WEST,9,4,3,4,1,2,4
249.0,6,6,6,6,6,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,3,4,3,4,1,1,2,1,2,3,5,3,3,1,7,7,1,5,5,5,5,2,3,7,2,3,-5,4,1,5,2,2,2,54.0,WEST,5,5,4,3,1,2,5
250.0,8,9,3,7,3,1,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,1,5,3,3,5,5,1,1,1,6,6,3,5,1,3,7,7,6,5,1,5,1,1,7,7,-1,3,-5,-5,4,-5,2,6,60.0,WEST,9,3,3,3,1,2,1
253.0,6,7,3,6,2,1,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,2,5,4,4,5,5,2,1,1,5,5,2,4,1,2,7,4,4,4,1,4,1,1,7,7,1,-5,1,-4,3,-2,1,3,63.0,WEST,3,6,4,5,1,2,3
258.0,6,6,4,6,6,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,3,4,3,4,1,1,3,1,3,3,3,3,3,1,5,7,4,3,3,2,3,1,5,7,4,0,-2,-5,-5,5,-2,0,6,59.0,WEST,8,3,3,3,1,2,3
260.0,6,7,2,7,4,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,5,4,5,1,1,1,1,2,5,5,3,6,1,3,7,7,7,7,4,6,2,2,7,7,2,4,2,1,3,3,3,2,79.0,WEST,977,5,4,3,1,2,5
279.0,5,8,1,6,1,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,1,4,4,1,1,1,1,1,4,5,977,7,1,2,7,5,3,7,2,977,977,7,7,1,3,2,1,-5,-2,-5,-5,6,70.0,WEST,6,2,2,2,1,2,2
282.0,977,5,977,977,977,1,4,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,3,4,1,1,1,1,1,1,1,7,7,2,977,1,977,977,7,5,5,1,977,1,977,7,7,2,-5,-5,-5,5,-5,-5,2,60.0,WEST,5,3,4,2,1,4,4
288.0,6,7,3,6,2,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,3,5,3,4,2,2,1,1,1,4,4,1,5,1,1,7,7,4,5,2,4,1,1,7,4,3,0,-4,-5,5,-5,1,3,66.0,WEST,7,3,3,3,1,2,3
294.0,6,6,3,6,5,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,4,4,5,1,1,2,1,3,5,5,4,4,1,2,977,6,4,4,4,4,4,7,7,5,5,3,3,-3,5,1,2,2,64.0,WEST,6,4,4,3,1,2,4
299.0,5,4,4,5,8,9,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,3,4,3,3,3,3,1,1,1,4,2,3,3,4,3,5,3,4,4,4,6,3,3,5,4,-2,1,-2,-1,-2,-1,1,3,43.0,OST,7,3,3,3,2,1,3
321.0,7,7,4,6,4,2,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,5,3,5,1,1,3,1,2,3,3,3,5,1,4,7,2,2,3,4,2,4,7,7,2,3,2,1,1,5,2,3,2,42.0,WEST,7,5,4,3,1,2,5
323.0,7,9,4,6,977,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,4,3,4,1,1,4,1,4,1,1,1,977,1,977,977,6,1,1,977,977,977,7,7,4,4,-5,3,0,5,977,-5,3,59.0,OST,5,2,2,2,1,2,2
328.0,6,6,6,6,977,2,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,4,1,1,1,1,1,1,1,977,977,977,977,1,977,977,977,977,977,977,977,977,977,7,5,0,977,977,977,977,977,977,3,43.0,OST,7,4,4,2,1,3,4
331.0,7,7,7,7,7,7,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,CDU/CSU,5,4,4,3,1,3,4,3,3,7,7,7,7,7,7,977,4,5,5,5,5,5,5,977,7,5,-5,5,-5,5,977,5,3,73.0,OST,4,5,3,2,1,4,6
338.0,3,3,5,5,5,2,2,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,1,5,5,5,1,1,1,1,1,6,5,4,4,1,3,3,6,2,3,4,3,3,7,7,2,1,3,1,2,2,2,3,3,62.0,WEST,6,5,3,4,1,2,6
339.0,6,6,4,6,6,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,CDU/CSU,1,2,5,4,1,1,1,1,1,3,3,977,977,1,977,7,2,4,4,977,4,977,977,7,2,4,-2,-4,1,3,3,-1,2,64.0,WEST,2,4,2,4,1,3,4
340.0,5,5,1,4,1,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,3,3,2,2,3,3,2,2,2,7,7,2,4,2,2,6,977,2,3,5,3,5,5,4,977,977,1,-1,-3,2,-1,1,6,73.0,OST,977,3,3,3,1,2,3
343.0,6,7,3,6,3,2,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,5,2,2,3,3,2,3,3,5,5,4,4,2,2,6,5,5,5,3,4,2,2,6,6,3,1,0,-3,1,0,3,5,62.0,WEST,5,5,5,4,1,2,3
346.0,8,7,3,7,6,6,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,3,5,3,4,1,1,1,1,2,7,6,3,4,1,4,977,7,7,7,3,4,1,2,7,7,0,-5,2,-5,3,-4,0,5,41.0,OST,2,5,4,2,1,3,6
347.0,6,6,5,4,4,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,4,4,4,1,1,3,1,3,5,5,4,5,1,7,7,7,4,4,4,4,5,7,7,3,4,2,1,1,3,-1,3,5,51.0,WEST,7,5,4,3,1,2,5
359.0,7,7,7,6,6,4,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,3,2,2,2,2,2,2,2,4,4,4,4,977,977,977,4,5,5,5,5,4,4,4,5,1,-1,2,-1,0,-1,0,2,56.0,WEST,7,3,3,2,1,3,3
373.0,11,11,6,8,5,1,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,3,4,5,4,1,1,2,2,2,5,6,5,5,6,4,977,3,1,1,2,4,4,5,7,2,1,1,1,-1,3,-1,4,3,80.0,WEST,6,1,1,1,1,1,1
378.0,5,7,2,8,4,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,3,3,5,3,1,1,3,1,3,4,4,4,4,4,4,977,4,2,4,6,5,5,6,7,4,0,2,1,-1,-2,1,1,3,72.0,WEST,977,1,1,1,1,1,1
386.0,7,8,3,7,2,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,3,5,4,3,1,1,2,1,2,5,5,2,5,1,3,5,5,4,4,1,4,1,1,7,4,5,5,-4,-4,5,-4,5,5,45.0,WEST,11,3,3,3,1,2,3
387.0,6,6,6,6,5,3,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,4,3,4,1,1,2,2,2,6,4,5,1,1,7,7,2,977,977,977,977,977,977,7,5,2,-3,-2,-5,4,-3,1,6,29.0,WEST,977,5,4,3,2,1,5
394.0,977,977,977,977,977,977,977,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,5,3,3,1,1,1,1,1,977,4,977,977,977,977,977,4,4,4,4,4,4,4,4,4,5,0,1,-1,5,-1,1,2,81.0,WEST,5,2,2,2,1,2,2
401.0,7,7,6,6,5,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,4,4,4,1,1,2,1,3,5,5,5,6,2,3,7,2,5,6,4,5,4,1,7,6,3,2,1,-2,5,0,-1,4,51.0,OST,10,5,4,2,1,3,5
407.0,7,7,5,7,3,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,3,4,2,1,1,2,1,2,6,6,3,7,1,4,977,4,4,5,3,4,1,1,7,2,2,0,2,-3,4,1,-1,6,44.0,OST,11,2,2,2,1,2,2
427.0,7,7,4,7,3,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,2,5,4,4,1,1,1,1,1,4,4,3,4,2,2,7,4,5,5,4,5,3,2,7,5,1,-3,-3,-3,-1,-2,-2,5,52.0,WEST,6,5,4,3,1,2,5
435.0,10,5,8,5,5,5,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,5,5,5,5,5,977,977,977,5,2,2,5,5,4,4,2,4,2,2,4,3,4,5,5,3,0,2,977,977,977,0,2,37.0,OST,2,3,3,2,1,3,3
436.0,2,3,2,2,3,7,3,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,3,5,3,1,1,2,2,4,6,6,6,6,6,6,1,1,7,7,7,7,7,4,3,7,5,3,4,3,5,3,4,4,74.0,WEST,11,4,3,1,1,2,4
452.0,7,9,3,7,4,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,4,1,1,1,1,1,1,1,4,4,2,4,2,2,7,4,6,6,3,5,1,1,7,6,2,5,-2,-5,-2,-5,3,3,40.0,OST,5,2,2,2,1,1,2
454.0,7,8,4,6,4,2,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,3,3,4,3,1,1,2,2,2,977,977,977,977,977,977,977,5,977,977,977,977,977,977,977,4,0,5,-2,-1,1,-1,-2,3,75.0,WEST,977,5,2,3,1,4,5
460.0,8,9,5,7,3,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,5,3,3,1,1,2,1,1,5,5,3,6,1,2,4,6,5,6,3,6,1,1,7,7,2,-4,3,-5,-4,-5,3,6,48.0,OST,977,3,3,2,1,1,3
463.0,5,5,6,6,5,2,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,4,2,3,1,1,2,2,1,5,5,4,5,1,4,5,5,1,4,2,2,3,2,6,5,3,-1,2,-2,2,-1,0,4,53.0,OST,9,3,5,2,1,4,5
475.0,6,6,4,5,3,2,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER SPD,CDU/CSU,3,5,3,4,2,3,1,1,1,4,6,4,4,1,3,6,5,5,5,3,4,2,2,7,7,3,-1,0,-1,1,-1,0,4,59.0,OST,7,5,5,4,1,3,2
490.0,7,8,4,6,4,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,3,3,4,4,1,1,3,1,3,5,977,4,6,1,7,7,4,4,4,3,3,3,6,7,3,3,-2,1,1,1,3,-5,5,52.0,WEST,977,2,1,1,2,2,2
512.0,6,6,7,7,7,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,2,2,4,4,1,1,2,1,1,3,3,4,3,1,4,977,1,4,4,4,4,4,6,7,7,4,-2,-5,-2,5,-2,0,2,72.0,WEST,4,3,2,3,1,2,3
515.0,7,7,8,6,7,7,4,DIE KANDIDATIN BZW. DEN KANDIDATEN VON BÜNDNIS 90/DIE GRÜNEN,CDU/CSU,2,4,2,3,4,3,3,2,2,4,3,3,4,3,4,3,4,5,4,4,3,4,3,5,4,-1,1,0,0,-1,0,0,4,24.0,WEST,6,3,3,2,1,3,4
520.0,6,6,6,6,6,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,4,3,3,1,1,3,1,3,5,5,5,4,7,1,1,1,3,3,3,4,6,4,1,6,3,-5,4,0,5,977,1,2,58.0,WEST,5,5,4,3,1,2,5
528.0,6,6,5,5,5,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,4,3,3,1,1,1,1,1,3,3,4,3,1,3,4,4,4,4,4,4,4,4,7,4,3,2,-3,-4,3,-3,-3,3,47.0,OST,7,2,2,2,1,2,2
540.0,8,9,5,6,4,1,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,5,3,3,1,1,2,1,2,4,5,3,6,1,1,7,6,4,4,2,3,1,1,7,5,4,5,0,-4,5,-3,3,6,36.0,WEST,10,5,3,4,1,2,5
548.0,8,8,3,7,4,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,2,4,5,5,1,1,3,1,3,4,4,5,5,2,2,7,4,7,3,3,4,2,2,7,2,4,3,-1,-1,3,2,-3,2,83.0,WEST,4,5,2,4,1,3,5
564.0,6,6,6,6,6,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,4,2,2,1,1,2,1,1,5,5,4,4,1,4,977,5,5,5,2,4,2,977,7,4,5,-5,0,-2,5,3,-5,3,58.0,WEST,5,3,3,2,1,3,3
575.0,5,5,3,5,2,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,5,1,5,1,1,1,1,1,5,5,4,5,3,4,5,5,5,4,1,5,1,1,7,5,4,3,-4,-5,4,1,3,6,74.0,OST,5,3,3,3,1,2,3
597.0,8,5,2,6,3,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER FDP,CDU/CSU,1,4,1,1,1,1,1,1,1,4,4,2,5,1,5,6,6,4,4,1,4,1,3,7,7,0,2,-5,-5,0,-5,2,3,74.0,WEST,5,3,3,3,2,1,3
612.0,10,10,4,9,1,1,7,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,5,1,1,1,1,1,1,1,2,2,6,7,977,977,977,3,3,4,3,5,1,5,7,6,4,-2,-4,-5,5,-5,2,3,72.0,WEST,977,4,4,3,1,2,4
630.0,10,10,9,6,9,2,9,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,5,2,3,2,1,1,3,1,3,2,3,3,5,2,5,977,1,4,6,3,2,3,7,7,6,4,3,1,1,4,0,-1,2,62.0,WEST,7,4,2,3,1,4,4
644.0,6,8,5,7,4,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,4,3,4,1,1,3,2,2,4,5,4,5,1,3,6,5,4,5,3,5,3,1,6,6,3,0,0,0,2,1,0,3,67.0,OST,3,4,4,3,1,2,4
681.0,8,8,5,8,2,1,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,5,3,3,1,1,2,1,2,5,5,4,5,1,977,6,6,6,6,4,4,2,977,7,6,3,3,2,-2,3,-2,2,3,84.0,WEST,4,3,3,2,1,1,3
685.0,6,977,6,6,977,1,977,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,3,2,2,2,3,2,2,2,5,977,5,977,1,977,977,7,7,977,7,977,1,977,977,7,2,0,0,-5,5,0,0,4,62.0,OST,6,3,3,2,1,3,3
693.0,8,9,5,6,5,1,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,3,5,3,1,1,2,2,3,4,4,3,5,2,977,6,4,3,4,3,977,3,977,7,3,3,2,2,2,3,1,1,3,59.0,WEST,3,5,2,3,1,4,5
704.0,6,7,5,6,3,2,4,DIE KANDIDATIN BZW. DEN KANDIDATEN VON DIE LINKE,CDU/CSU,4,2,2,2,1,1,2,4,4,4,5,5,5,2,3,5,5,5,6,4,5,2,3,7,4,2,2,2,-1,-1,2,2,4,55.0,OST,10,1,5,2,3,4,5
715.0,9,10,2,7,1,1,8,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,3,5,3,3,4,4,1,1,1,7,7,1,6,1,1,7,7,5,6,1,4,1,1,7,7,2,-5,-4,-5,5,-5,4,6,54.0,WEST,8,4,4,4,1,2,3
722.0,6,6,6,8,8,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,2,2,2,1,1,2,1,2,4,4,5,3,1,7,7,5,4,4,3,3,3,6,6,5,4,-2,3,-5,3,1,1,2,81.0,WEST,4,4,3,1,2,3,4
729.0,6,7,3,6,5,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,2,5,4,4,1,1,1,1,1,5,5,4,5,1,2,6,3,3,3,4,3,3,7,7,2,4,-4,1,-3,2,2,2,3,81.0,WEST,7,5,3,4,1,2,5
748.0,9,10,3,6,4,1,5,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,3,3,1,1,1,1,1,1,1,977,977,977,977,977,977,977,4,5,6,3,5,1,2,7,5,-5,-4,-2,-3,0,-3,-2,3,76.0,WEST,6,1,1,1,1,1,1
753.0,7,7,2,6,3,1,6,DIE KANDIDATIN BZW. DEN KANDIDATEN DER CDU/CSU,CDU/CSU,4,4,1,1,1,1,1,1,1,7,7,1,4,1,1,977,6,7,7,1,4,1,1,7,7,-1,-5,-2,-5,4,-4,0,4,52.0,OST,4,2,2,2,1,2,2
