,data,tau_x_score,prediction_time,buckets_per_rank,algo,percentage
0,authorship,0.6196078431372549,2.434859312602988,4.0,ST-GBR-PI,0.2
1,authorship,0.4841269841269841,1.8241792981907385,4.0,ST-GBR-PI,0.2
2,authorship,0.5,1.5688029258233072,4.0,ST-GBR-PI,0.2
3,authorship,0.5634920634920636,0.8937797315110548,4.0,ST-GBR-PI,0.2
4,authorship,0.5138888888888888,0.8705566427859985,4.0,ST-GBR-PI,0.2
5,authorship,0.49603174603174593,0.9026156383290953,4.0,ST-GBR-PI,0.2
6,authorship,0.4662698412698412,0.8695001389035237,4.0,ST-GBR-PI,0.2
7,authorship,0.5337301587301587,0.8623644348000999,4.0,ST-GBR-PI,0.2
8,authorship,0.5257936507936508,0.8600823222517133,4.0,ST-GBR-PI,0.2
9,authorship,0.5376984126984127,0.8717779308038074,4.0,ST-GBR-PI,0.2
10,authorship,0.5411764705882353,0.8592421526530417,4.0,ST-GBR-PI,0.2
11,authorship,0.5317460317460317,0.8681320676926124,4.0,ST-GBR-PI,0.2
12,authorship,0.5436507936507936,0.8774324389059446,4.0,ST-GBR-PI,0.2
13,authorship,0.5337301587301587,0.8849691115940346,4.0,ST-GBR-PI,0.2
14,authorship,0.496031746031746,0.8677581303663323,4.0,ST-GBR-PI,0.2
15,authorship,0.49007936507936495,0.86117055266894,4.0,ST-GBR-PI,0.2
16,authorship,0.5277777777777778,0.8687093243235965,4.0,ST-GBR-PI,0.2
17,authorship,0.5198412698412698,0.8628195179436595,4.0,ST-GBR-PI,0.2
18,authorship,0.4900793650793651,0.8664433028946499,4.0,ST-GBR-PI,0.2
19,authorship,0.4682539682539682,0.8620648261098814,4.0,ST-GBR-PI,0.2
20,authorship,0.5627450980392157,0.8814135804181732,4.0,ST-GBR-PI,0.2
21,authorship,0.5198412698412698,0.8620924531860034,4.0,ST-GBR-PI,0.2
22,authorship,0.503968253968254,0.8627249788611877,4.0,ST-GBR-PI,0.2
23,authorship,0.5595238095238096,0.867378683108297,4.0,ST-GBR-PI,0.2
24,authorship,0.49801587301587297,0.8633130518635269,4.0,ST-GBR-PI,0.2
25,authorship,0.4841269841269842,0.8631462713373412,4.0,ST-GBR-PI,0.2
26,authorship,0.5535714285714286,0.867552016409425,4.0,ST-GBR-PI,0.2
27,authorship,0.5138888888888888,0.862303914731847,4.0,ST-GBR-PI,0.2
28,authorship,0.4722222222222222,0.8695087515849923,4.0,ST-GBR-PI,0.2
29,authorship,0.5615079365079365,0.8671961839773782,4.0,ST-GBR-PI,0.2
30,authorship,0.5,0.8577847988966292,4.0,ST-GBR-PI,0.2
31,authorship,0.513888888888889,0.867659640551159,4.0,ST-GBR-PI,0.2
32,authorship,0.5238095238095238,0.8604890310852772,4.0,ST-GBR-PI,0.2
