,data,tau_x_score,prediction_time,buckets_per_rank,algo,percentage
0,authorship,0.6901960784313724,1.5481383365625556,2.152941176470588,ST-GBR-EPSI(0.2),0.1
1,authorship,0.7242063492063492,1.1077493601984398,2.1666666666666665,ST-GBR-EPSI(0.2),0.1
2,authorship,0.6884920634920635,0.8233382039228563,2.1547619047619047,ST-GBR-EPSI(0.2),0.1
3,authorship,0.7182539682539681,0.824290446325827,2.130952380952381,ST-GBR-EPSI(0.2),0.1
4,authorship,0.7480158730158729,0.8308530868627252,2.2142857142857144,ST-GBR-EPSI(0.2),0.1
5,authorship,0.6924603174603174,0.9211820808289647,2.119047619047619,ST-GBR-EPSI(0.2),0.1
6,authorship,0.6884920634920635,0.8240920192285551,2.0476190476190474,ST-GBR-EPSI(0.2),0.1
7,authorship,0.7321428571428571,0.9406253446771617,2.2023809523809526,ST-GBR-EPSI(0.2),0.1
8,authorship,0.728174603174603,0.9547113332733234,2.119047619047619,ST-GBR-EPSI(0.2),0.1
9,authorship,0.6984126984126985,0.8294332214973723,2.119047619047619,ST-GBR-EPSI(0.2),0.1
10,authorship,0.6509803921568627,0.8276801882780731,2.0352941176470587,ST-GBR-EPSI(0.2),0.1
11,authorship,0.7003968253968254,0.8287747450032046,2.1666666666666665,ST-GBR-EPSI(0.2),0.1
12,authorship,0.6884920634920635,0.8268968418788796,2.130952380952381,ST-GBR-EPSI(0.2),0.1
13,authorship,0.6984126984126984,0.8417289421867186,2.1785714285714284,ST-GBR-EPSI(0.2),0.1
14,authorship,0.742063492063492,0.9474382264156392,2.2142857142857144,ST-GBR-EPSI(0.2),0.1
15,authorship,0.7083333333333333,0.8362889924018835,2.0952380952380953,ST-GBR-EPSI(0.2),0.1
16,authorship,0.7023809523809523,0.8405324651438681,2.1547619047619047,ST-GBR-EPSI(0.2),0.1
17,authorship,0.6765873015873015,0.826886324832212,2.0952380952380953,ST-GBR-EPSI(0.2),0.1
18,authorship,0.7162698412698412,0.8504896249014778,2.1547619047619047,ST-GBR-EPSI(0.2),0.1
19,authorship,0.7579365079365078,0.8460942559018388,2.1904761904761907,ST-GBR-EPSI(0.2),0.1
20,authorship,0.7313725490196078,0.8432405385757471,2.1882352941176473,ST-GBR-EPSI(0.2),0.1
21,authorship,0.7003968253968254,0.847265748803977,2.1785714285714284,ST-GBR-EPSI(0.2),0.1
22,authorship,0.740079365079365,0.8235934027017205,2.2023809523809526,ST-GBR-EPSI(0.2),0.1
23,authorship,0.7083333333333334,0.8540408614207199,2.142857142857143,ST-GBR-EPSI(0.2),0.1
24,authorship,0.7162698412698413,0.9546310722004091,2.130952380952381,ST-GBR-EPSI(0.2),0.1
25,authorship,0.7063492063492062,0.8405687705486101,2.119047619047619,ST-GBR-EPSI(0.2),0.1
26,authorship,0.6984126984126984,0.9467332702075438,2.107142857142857,ST-GBR-EPSI(0.2),0.1
27,authorship,0.6904761904761905,0.9238083361720056,2.0476190476190474,ST-GBR-EPSI(0.2),0.1
28,authorship,0.6765873015873015,0.9453800305124845,2.0833333333333335,ST-GBR-EPSI(0.2),0.1
29,authorship,0.740079365079365,0.9446353546162258,2.1666666666666665,ST-GBR-EPSI(0.2),0.1
30,authorship,0.7333333333333333,0.9506890880149695,2.152941176470588,ST-GBR-EPSI(0.2),0.1
31,authorship,0.7678571428571429,0.9464610949007733,2.1904761904761907,ST-GBR-EPSI(0.2),0.1
32,authorship,0.6884920634920635,0.9521371145064209,2.142857142857143,ST-GBR-EPSI(0.2),0.1
33,authorship,0.7103174603174602,0.8381593923120384,2.2142857142857144,ST-GBR-EPSI(0.2),0.1
34,authorship,0.7103174603174602,0.8511746860751405,2.1547619047619047,ST-GBR-EPSI(0.2),0.1
35,authorship,0.7043650793650793,0.817268524389272,2.1785714285714284,ST-GBR-EPSI(0.2),0.1
36,authorship,0.7043650793650793,0.8464332406689541,2.142857142857143,ST-GBR-EPSI(0.2),0.1
37,authorship,0.7023809523809523,0.8422027529614041,2.238095238095238,ST-GBR-EPSI(0.2),0.1
38,authorship,0.7222222222222222,0.8321187997199107,2.0952380952380953,ST-GBR-EPSI(0.2),0.1
39,authorship,0.7023809523809523,0.8409162907145641,2.0714285714285716,ST-GBR-EPSI(0.2),0.1
40,authorship,0.7431372549019608,0.822454667503429,2.2823529411764705,ST-GBR-EPSI(0.2),0.1
41,authorship,0.7142857142857142,0.9459934720231145,2.142857142857143,ST-GBR-EPSI(0.2),0.1
42,authorship,0.7242063492063492,0.8646989053735098,2.1785714285714284,ST-GBR-EPSI(0.2),0.1
43,authorship,0.7182539682539681,0.8412793727832522,2.2142857142857144,ST-GBR-EPSI(0.2),0.1
44,authorship,0.7103174603174602,0.948437609458474,2.0952380952380953,ST-GBR-EPSI(0.2),0.1
45,authorship,0.7380952380952381,0.9549465601986824,2.1785714285714284,ST-GBR-EPSI(0.2),0.1
46,authorship,0.7123015873015872,0.9322779982335615,2.107142857142857,ST-GBR-EPSI(0.2),0.1
47,authorship,0.7321428571428571,0.9491667846105059,2.1666666666666665,ST-GBR-EPSI(0.2),0.1
48,authorship,0.6924603174603174,0.8462267130625046,2.1904761904761907,ST-GBR-EPSI(0.2),0.1
49,authorship,0.7162698412698413,0.8501877639743439,2.142857142857143,ST-GBR-EPSI(0.2),0.1
50,blocks,0.9032846715328468,1.113483023658204,1.9945255474452555,ST-GBR-EPSI(0.2),0.1
51,blocks,0.9228102189781022,1.2346223208239562,1.9981751824817517,ST-GBR-EPSI(0.2),0.1
52,blocks,0.9076782449725777,1.1169406246714648,1.963436928702011,ST-GBR-EPSI(0.2),0.1
53,blocks,0.9171846435100549,1.2598598580823603,1.9981718464351006,ST-GBR-EPSI(0.2),0.1
54,blocks,0.8956124314442413,1.2918946508864153,1.9853747714808043,ST-GBR-EPSI(0.2),0.1
55,blocks,0.9138939670932358,1.2688261062753574,1.9945155393053016,ST-GBR-EPSI(0.2),0.1
56,blocks,0.906581352833638,1.256326713787762,1.9670932358318098,ST-GBR-EPSI(0.2),0.1
57,blocks,0.8974405850091407,1.1251365552666992,1.9744058500914077,ST-GBR-EPSI(0.2),0.1
58,blocks,0.9171846435100549,1.111881394826077,1.9798903107861061,ST-GBR-EPSI(0.2),0.1
59,blocks,0.9065813528336379,1.2330039457018527,1.9744058500914077,ST-GBR-EPSI(0.2),0.1
60,blocks,0.9158759124087592,1.104754247783516,1.9927007299270072,ST-GBR-EPSI(0.2),0.1
61,blocks,0.9051094890510949,1.2640493309555993,1.9854014598540146,ST-GBR-EPSI(0.2),0.1
62,blocks,0.920109689213894,1.1825483372583876,1.9890310786106034,ST-GBR-EPSI(0.2),0.1
