,data,tau_x_score,prediction_time,buckets_per_rank,algo,sigma-factor
0,LR-AUTHORSHIP,0.8666666666666667,3.739099864004646,3.905882352941176,Chain-RFR-PI,3
1,LR-AUTHORSHIP,0.9107142857142856,3.718840112185471,3.8452380952380953,Chain-RFR-PI,3
2,LR-AUTHORSHIP,0.9027777777777776,3.723496753187974,3.9166666666666665,Chain-RFR-PI,3
3,LR-AUTHORSHIP,0.9325396825396828,3.72303036571028,3.9047619047619047,Chain-RFR-PI,3
4,LR-AUTHORSHIP,0.906746031746032,3.7254763298135343,3.9404761904761902,Chain-RFR-PI,3
5,LR-AUTHORSHIP,0.9345238095238096,3.7611888143246706,3.9404761904761902,Chain-RFR-PI,3
6,LR-AUTHORSHIP,0.9206349206349206,3.7255304159272606,3.9047619047619047,Chain-RFR-PI,3
7,LR-AUTHORSHIP,0.9246031746031744,3.725495049251624,3.928571428571429,Chain-RFR-PI,3
8,LR-AUTHORSHIP,0.9365079365079364,3.729684225775859,3.9404761904761902,Chain-RFR-PI,3
9,LR-AUTHORSHIP,0.9226190476190476,3.7227297848487457,3.892857142857143,Chain-RFR-PI,3
10,LR-AUTHORSHIP,0.9352941176470588,3.753925776037965,3.894117647058823,Chain-RFR-PI,3
11,LR-AUTHORSHIP,0.9365079365079364,3.721344801143856,3.9404761904761902,Chain-RFR-PI,3
12,LR-AUTHORSHIP,0.8988095238095236,3.734702407822868,3.892857142857143,Chain-RFR-PI,3
13,LR-AUTHORSHIP,0.9166666666666664,3.7292033480358,3.9166666666666665,Chain-RFR-PI,3
14,LR-AUTHORSHIP,0.9146825396825397,3.7321385736601074,3.880952380952381,Chain-RFR-PI,3
15,LR-AUTHORSHIP,0.8948412698412698,3.758337323338822,3.8333333333333335,Chain-RFR-PI,3
16,LR-AUTHORSHIP,0.9226190476190476,3.719855347456568,3.869047619047619,Chain-RFR-PI,3
17,LR-AUTHORSHIP,0.9107142857142856,3.7214128123606343,3.9047619047619047,Chain-RFR-PI,3
18,LR-AUTHORSHIP,0.9444444444444444,3.724431743098504,3.9047619047619047,Chain-RFR-PI,3
19,LR-AUTHORSHIP,0.9444444444444444,3.7319203993386942,3.976190476190476,Chain-RFR-PI,3
20,LR-AUTHORSHIP,0.9411764705882352,3.753654175067188,3.929411764705882,Chain-RFR-PI,3
21,LR-AUTHORSHIP,0.890873015873016,3.7285514419145,3.892857142857143,Chain-RFR-PI,3
22,LR-AUTHORSHIP,0.9246031746031746,3.7208811567957714,3.976190476190476,Chain-RFR-PI,3
