,data,tau_x_score,prediction_time,buckets_per_rank,algo,sigma-factor
0,LR-AUTHORSHIP,0.8725490196078431,3.741507500994746,3.929411764705882,Chain-RFR-PI,2
1,LR-AUTHORSHIP,0.9166666666666666,3.7353337030310936,3.9047619047619047,Chain-RFR-PI,2
2,LR-AUTHORSHIP,0.9047619047619048,3.727896308643793,3.928571428571429,Chain-RFR-PI,2
3,LR-AUTHORSHIP,0.9384920634920636,3.7413303164783422,3.9642857142857144,Chain-RFR-PI,2
4,LR-AUTHORSHIP,0.9047619047619048,3.7312356659691206,3.952380952380953,Chain-RFR-PI,2
5,LR-AUTHORSHIP,0.9345238095238096,3.760819671826876,3.9404761904761902,Chain-RFR-PI,2
6,LR-AUTHORSHIP,0.9206349206349208,3.731928335592729,3.952380952380953,Chain-RFR-PI,2
7,LR-AUTHORSHIP,0.9265873015873016,3.736571581811317,3.9404761904761902,Chain-RFR-PI,2
8,LR-AUTHORSHIP,0.9384920634920636,3.7328161106596154,3.952380952380953,Chain-RFR-PI,2
9,LR-AUTHORSHIP,0.9246031746031746,3.7380173430576735,3.952380952380953,Chain-RFR-PI,2
10,LR-AUTHORSHIP,0.93921568627451,3.7513936123792657,3.9176470588235297,Chain-RFR-PI,2
11,LR-AUTHORSHIP,0.9345238095238096,3.7259198411935848,3.952380952380953,Chain-RFR-PI,2
12,LR-AUTHORSHIP,0.9007936507936508,3.7232627742344584,3.952380952380953,Chain-RFR-PI,2
13,LR-AUTHORSHIP,0.9186507936507936,3.74035381000248,3.9642857142857144,Chain-RFR-PI,2
14,LR-AUTHORSHIP,0.9206349206349208,3.7470412514409226,3.9047619047619047,Chain-RFR-PI,2
15,LR-AUTHORSHIP,0.8849206349206349,3.7215475947514025,3.880952380952381,Chain-RFR-PI,2
16,LR-AUTHORSHIP,0.9305555555555556,3.7234211650040385,3.9047619047619047,Chain-RFR-PI,2
17,LR-AUTHORSHIP,0.9087301587301588,3.7245824704253816,3.9404761904761902,Chain-RFR-PI,2
18,LR-AUTHORSHIP,0.9444444444444444,3.722467119666749,3.952380952380953,Chain-RFR-PI,2
19,LR-AUTHORSHIP,0.9424603174603172,3.763859549850395,3.988095238095238,Chain-RFR-PI,2
20,LR-AUTHORSHIP,0.9431372549019608,3.723509685095498,3.9647058823529417,Chain-RFR-PI,2
21,LR-AUTHORSHIP,0.8948412698412699,3.7176009528995904,3.928571428571429,Chain-RFR-PI,2
22,LR-AUTHORSHIP,0.9226190476190476,3.734859631766635,3.988095238095238,Chain-RFR-PI,2
23,LR-AUTHORSHIP,0.906746031746032,3.727654342746926,3.9642857142857144,Chain-RFR-PI,2
24,LR-AUTHORSHIP,0.9047619047619048,3.755226895674885,3.928571428571429,Chain-RFR-PI,2
25,LR-AUTHORSHIP,0.9484126984126984,3.7320948385591697,3.976190476190476,Chain-RFR-PI,2
26,LR-AUTHORSHIP,0.9464285714285714,3.7275680169515386,3.9047619047619047,Chain-RFR-PI,2
27,LR-AUTHORSHIP,0.9047619047619048,3.713088379098992,3.9404761904761902,Chain-RFR-PI,2
28,LR-AUTHORSHIP,0.9365079365079364,3.7195144258357256,3.976190476190476,Chain-RFR-PI,2
29,LR-AUTHORSHIP,0.8630952380952381,3.755066259734964,3.952380952380953,Chain-RFR-PI,2
30,LR-AUTHORSHIP,0.9000000000000001,3.722953027906739,3.9176470588235297,Chain-RFR-PI,2
31,LR-AUTHORSHIP,0.9404761904761904,3.723456447710918,3.976190476190476,Chain-RFR-PI,2
32,LR-AUTHORSHIP,0.906746031746032,3.7312808530047743,3.988095238095238,Chain-RFR-PI,2
33,LR-AUTHORSHIP,0.9107142857142856,3.7225466974908423,3.9642857142857144,Chain-RFR-PI,2
34,LR-AUTHORSHIP,0.9146825396825397,3.765410235552038,3.9642857142857144,Chain-RFR-PI,2
35,LR-AUTHORSHIP,0.9424603174603176,3.725076088753086,3.9166666666666665,Chain-RFR-PI,2
36,LR-AUTHORSHIP,0.9265873015873016,3.724409403516217,3.928571428571429,Chain-RFR-PI,2
37,LR-AUTHORSHIP,0.9126984126984128,3.729714134219941,3.976190476190476,Chain-RFR-PI,2
38,LR-AUTHORSHIP,0.888888888888889,3.734789995970323,3.976190476190476,Chain-RFR-PI,2
39,LR-AUTHORSHIP,0.9503968253968256,3.751058170836604,3.9642857142857144,Chain-RFR-PI,2
40,LR-AUTHORSHIP,0.9117647058823528,3.728482597384642,3.9176470588235297,Chain-RFR-PI,2
41,LR-AUTHORSHIP,0.9265873015873016,3.72652438580509,3.9404761904761902,Chain-RFR-PI,2
42,LR-AUTHORSHIP,0.9087301587301588,3.72934616802997,3.928571428571429,Chain-RFR-PI,2
43,LR-AUTHORSHIP,0.9365079365079364,3.731694525815322,3.952380952380953,Chain-RFR-PI,2
44,LR-AUTHORSHIP,0.9146825396825398,3.758891223352987,3.9642857142857144,Chain-RFR-PI,2
45,LR-AUTHORSHIP,0.9087301587301588,3.723208442190684,3.928571428571429,Chain-RFR-PI,2
46,LR-AUTHORSHIP,0.9444444444444444,3.7110198941800334,3.976190476190476,Chain-RFR-PI,2
47,LR-AUTHORSHIP,0.898809523809524,3.711325106750957,3.928571428571429,Chain-RFR-PI,2
48,LR-AUTHORSHIP,0.9007936507936508,3.717922824642811,3.952380952380953,Chain-RFR-PI,2
49,LR-AUTHORSHIP,0.9265873015873016,3.741302751983603,3.9642857142857144,Chain-RFR-PI,2
