,data,tau_x_score,prediction_time,buckets_per_rank,algo
0,PLR-AUTHORSHIP,0.8333333333333335,3.745007708269901,2.8823529411764706,Chain-RF-Rounding
1,PLR-AUTHORSHIP,0.7777777777777777,3.764352033617552,2.9285714285714284,Chain-RF-Rounding
2,PLR-AUTHORSHIP,0.8551587301587301,3.788806012848899,3.0,Chain-RF-Rounding
3,PLR-AUTHORSHIP,0.8670634920634922,3.795708565077233,2.9523809523809526,Chain-RF-Rounding
4,PLR-AUTHORSHIP,0.8174603174603176,3.7649958379790305,2.8333333333333335,Chain-RF-Rounding
5,PLR-AUTHORSHIP,0.8214285714285716,3.765710300727012,2.880952380952381,Chain-RF-Rounding
6,PLR-AUTHORSHIP,0.8353174603174606,3.791508653821031,2.9761904761904763,Chain-RF-Rounding
7,PLR-AUTHORSHIP,0.8591269841269842,3.7692053704991433,2.988095238095238,Chain-RF-Rounding
8,PLR-AUTHORSHIP,0.8531746031746033,3.769246834448495,2.9285714285714284,Chain-RF-Rounding
9,PLR-AUTHORSHIP,0.8392857142857143,3.7910294733752914,2.9047619047619047,Chain-RF-Rounding
10,PLR-AUTHORSHIP,0.8372549019607843,3.7599038252326493,2.8941176470588235,Chain-RF-Rounding
11,PLR-AUTHORSHIP,0.8531746031746033,3.770642421524468,2.9285714285714284,Chain-RF-Rounding
12,PLR-AUTHORSHIP,0.8234126984126985,3.767930958364308,3.0,Chain-RF-Rounding
13,PLR-AUTHORSHIP,0.8214285714285714,3.797354469232511,2.9285714285714284,Chain-RF-Rounding
14,PLR-AUTHORSHIP,0.8531746031746033,3.765776397902593,2.880952380952381,Chain-RF-Rounding
15,PLR-AUTHORSHIP,0.8333333333333334,3.766753246763163,2.892857142857143,Chain-RF-Rounding
16,PLR-AUTHORSHIP,0.8472222222222224,3.8028750824870228,2.9047619047619047,Chain-RF-Rounding
17,PLR-AUTHORSHIP,0.8313492063492063,3.7633212371522045,2.9642857142857144,Chain-RF-Rounding
18,PLR-AUTHORSHIP,0.8392857142857143,3.762858392233308,2.9761904761904763,Chain-RF-Rounding
19,PLR-AUTHORSHIP,0.8174603174603176,3.7791391480072223,2.9404761904761907,Chain-RF-Rounding
20,PLR-AUTHORSHIP,0.8450980392156866,3.7873610185721973,2.9529411764705884,Chain-RF-Rounding
21,PLR-AUTHORSHIP,0.7996031746031746,3.766550502382895,2.892857142857143,Chain-RF-Rounding
22,PLR-AUTHORSHIP,0.857142857142857,3.7727300559409174,2.9285714285714284,Chain-RF-Rounding
23,PLR-AUTHORSHIP,0.8432539682539684,3.786637087443094,2.9642857142857144,Chain-RF-Rounding
24,PLR-AUTHORSHIP,0.8511904761904764,3.765463616342436,2.9642857142857144,Chain-RF-Rounding
25,PLR-AUTHORSHIP,0.8412698412698413,3.7720679377496835,2.9404761904761907,Chain-RF-Rounding
26,PLR-AUTHORSHIP,0.8412698412698413,3.7913684623102912,2.9523809523809526,Chain-RF-Rounding
27,PLR-AUTHORSHIP,0.8392857142857143,3.7733921104226917,2.9047619047619047,Chain-RF-Rounding
28,PLR-AUTHORSHIP,0.8392857142857143,3.77784645360273,3.0714285714285716,Chain-RF-Rounding
29,PLR-AUTHORSHIP,0.8472222222222223,3.7660554945459723,2.9285714285714284,Chain-RF-Rounding
