,data,tau_x_score,prediction_time,buckets_per_rank,algo,percentage
0,authorship,0.6156862745098038,1.9773644349031,2.4941176470588236,Chain-GBR-PI,0.2
1,authorship,0.5674603174603174,1.9742210647345266,2.5714285714285716,Chain-GBR-PI,0.2
2,authorship,0.5238095238095238,1.9739462383238575,2.369047619047619,Chain-GBR-PI,0.2
3,authorship,0.5515873015873015,1.976120426051538,2.369047619047619,Chain-GBR-PI,0.2
4,authorship,0.5654761904761904,1.9741261128586591,2.511904761904762,Chain-GBR-PI,0.2
5,authorship,0.507936507936508,1.975862785831292,2.392857142857143,Chain-GBR-PI,0.2
6,authorship,0.509920634920635,1.975258661504899,2.4404761904761907,Chain-GBR-PI,0.2
7,authorship,0.5238095238095238,1.9733615459487737,2.4285714285714284,Chain-GBR-PI,0.2
8,authorship,0.5654761904761905,1.9765638082390629,2.5,Chain-GBR-PI,0.2
9,authorship,0.5119047619047619,1.9767843037667527,2.5357142857142856,Chain-GBR-PI,0.2
10,authorship,0.5627450980392156,1.9757693814139512,2.3294117647058825,Chain-GBR-PI,0.2
11,authorship,0.5317460317460319,1.9695085119711355,2.511904761904762,Chain-GBR-PI,0.2
12,authorship,0.5535714285714285,1.9691604335918393,2.4166666666666665,Chain-GBR-PI,0.2
13,authorship,0.5357142857142856,1.9698964813051087,2.488095238095238,Chain-GBR-PI,0.2
14,authorship,0.5416666666666666,1.969862171312614,2.4166666666666665,Chain-GBR-PI,0.2
15,authorship,0.5376984126984127,1.9696860148483886,2.5476190476190474,Chain-GBR-PI,0.2
16,authorship,0.5337301587301587,1.9700721065052484,2.630952380952381,Chain-GBR-PI,0.2
17,authorship,0.5793650793650794,1.9701927933055785,2.5357142857142856,Chain-GBR-PI,0.2
18,authorship,0.5000000000000001,1.9704956124070123,2.357142857142857,Chain-GBR-PI,0.2
19,authorship,0.5496031746031745,1.9706988254269595,2.5,Chain-GBR-PI,0.2
20,authorship,0.5784313725490196,1.9709263255522456,2.388235294117647,Chain-GBR-PI,0.2
21,authorship,0.5376984126984126,1.9698148716131827,2.5238095238095237,Chain-GBR-PI,0.2
22,authorship,0.5952380952380951,1.9709337804137594,2.5,Chain-GBR-PI,0.2
23,authorship,0.5277777777777778,1.9697982697491359,2.630952380952381,Chain-GBR-PI,0.2
24,authorship,0.5555555555555556,1.9700034199455179,2.4166666666666665,Chain-GBR-PI,0.2
25,authorship,0.5535714285714286,1.9694882994886,2.5238095238095237,Chain-GBR-PI,0.2
26,authorship,0.5873015873015872,1.9697780595306829,2.5952380952380953,Chain-GBR-PI,0.2
27,authorship,0.5277777777777777,1.9699663180383884,2.3452380952380953,Chain-GBR-PI,0.2
28,authorship,0.5238095238095238,1.9698273772907053,2.5238095238095237,Chain-GBR-PI,0.2
29,authorship,0.6011904761904763,1.967981539766473,2.4761904761904763,Chain-GBR-PI,0.2
30,authorship,0.5862745098039215,1.9694630366674486,2.447058823529412,Chain-GBR-PI,0.2
31,authorship,0.5634920634920634,1.9715250178014434,2.511904761904762,Chain-GBR-PI,0.2
32,authorship,0.615079365079365,1.9701030526949874,2.5595238095238093,Chain-GBR-PI,0.2
33,authorship,0.5218253968253967,1.9735093061600364,2.4642857142857144,Chain-GBR-PI,0.2
34,authorship,0.5496031746031745,1.9706768087533553,2.4523809523809526,Chain-GBR-PI,0.2
35,authorship,0.5456349206349206,1.967378113747754,2.5,Chain-GBR-PI,0.2
36,authorship,0.615079365079365,1.970026545880143,2.488095238095238,Chain-GBR-PI,0.2
37,authorship,0.5555555555555556,1.969309464787183,2.5595238095238093,Chain-GBR-PI,0.2
38,authorship,0.5853174603174602,1.9691075667781044,2.511904761904762,Chain-GBR-PI,0.2
39,authorship,0.5992063492063492,1.9709555537024628,2.6785714285714284,Chain-GBR-PI,0.2
40,authorship,0.5725490196078431,1.971083409183606,2.447058823529412,Chain-GBR-PI,0.2
41,authorship,0.5535714285714286,1.9677081397796772,2.4047619047619047,Chain-GBR-PI,0.2
42,authorship,0.5476190476190477,1.9679377816153685,2.607142857142857,Chain-GBR-PI,0.2
43,authorship,0.5476190476190476,1.9705340265157572,2.4404761904761907,Chain-GBR-PI,0.2
44,authorship,0.5992063492063492,1.96983819171469,2.4761904761904763,Chain-GBR-PI,0.2
45,authorship,0.5793650793650793,1.970406649398727,2.5238095238095237,Chain-GBR-PI,0.2
46,authorship,0.5674603174603174,1.9687175364883185,2.4761904761904763,Chain-GBR-PI,0.2
47,authorship,0.5396825396825395,1.9703753026691186,2.2857142857142856,Chain-GBR-PI,0.2
48,authorship,0.5416666666666666,1.9718771141784506,2.5,Chain-GBR-PI,0.2
49,authorship,0.5654761904761905,1.9690502111465111,2.488095238095238,Chain-GBR-PI,0.2
50,blocks,0.44197080291970803,2.5880615874266195,2.291970802919708,Chain-GBR-PI,0.2
51,blocks,0.5111313868613138,2.5871720205213236,2.4306569343065694,Chain-GBR-PI,0.2
52,blocks,0.48062157221206575,2.583741677276719,2.510054844606947,Chain-GBR-PI,0.2
53,blocks,0.46855575868372945,2.5895627314877365,2.482632541133455,Chain-GBR-PI,0.2
54,blocks,0.463436928702011,2.5907948737507804,2.396709323583181,Chain-GBR-PI,0.2
55,blocks,0.4802559414990859,2.5866152388088444,2.3948811700182815,Chain-GBR-PI,0.2
56,blocks,0.48610603290676424,2.5925719536694496,2.563071297989031,Chain-GBR-PI,0.2
57,blocks,0.45813528336380255,2.587215415391831,2.425959780621572,Chain-GBR-PI,0.2
58,blocks,0.4606946983546618,2.5876526042953323,2.480804387568556,Chain-GBR-PI,0.2
59,blocks,0.5184643510054845,2.591115037357289,2.3985374771480803,Chain-GBR-PI,0.2
60,blocks,0.3914233576642336,2.5869990625021844,2.124087591240876,Chain-GBR-PI,0.2
61,blocks,0.49069343065693427,2.5878919045427144,2.2846715328467155,Chain-GBR-PI,0.2
62,blocks,0.48702010968921383,2.592095635607456,2.3985374771480803,Chain-GBR-PI,0.2
63,blocks,0.43327239488117003,2.587527155272953,2.4040219378427787,Chain-GBR-PI,0.2
64,blocks,0.5020109689213894,2.5872636382802625,2.3839122486288846,Chain-GBR-PI,0.2
65,blocks,0.506764168190128,2.5865287268763915,2.4058500914076784,Chain-GBR-PI,0.2
66,blocks,0.4680073126142596,2.5876022293333163,2.6014625228519197,Chain-GBR-PI,0.2
67,blocks,0.49963436928702004,2.5873418134284925,2.4716636197440587,Chain-GBR-PI,0.2
68,blocks,0.489945155393053,2.5859832478709093,2.352833638025594,Chain-GBR-PI,0.2
69,blocks,0.4822669104204753,2.583515839653568,2.504570383912249,Chain-GBR-PI,0.2
70,blocks,0.4083941605839416,2.586213685071885,2.076642335766423,Chain-GBR-PI,0.2
71,blocks,0.5,2.592337946409055,2.4963503649635035,Chain-GBR-PI,0.2
72,blocks,0.4939670932358319,2.591974570701922,2.4277879341864717,Chain-GBR-PI,0.2
73,blocks,0.5219378427787934,2.5848839106682875,2.3912248628884827,Chain-GBR-PI,0.2
74,blocks,0.4826325411334552,2.583179797520476,2.3985374771480803,Chain-GBR-PI,0.2
75,blocks,0.49725776965265084,2.5885499078451844,2.396709323583181,Chain-GBR-PI,0.2
76,blocks,0.516819012797075,2.5861090235137825,2.424131627056673,Chain-GBR-PI,0.2
77,blocks,0.4802559414990859,2.586722789726398,2.5082266910420477,Chain-GBR-PI,0.2
78,blocks,0.4758683729433272,2.5979597351792854,2.3857404021937842,Chain-GBR-PI,0.2
79,blocks,0.4890310786106033,2.58867611444367,2.460694698354662,Chain-GBR-PI,0.2
80,blocks,0.5140510948905109,2.5900282171989017,2.322992700729927,Chain-GBR-PI,0.2
81,blocks,0.5262773722627737,2.5862008661884177,2.4507299270072993,Chain-GBR-PI,0.2
82,blocks,0.5,2.589221014444893,2.480804387568556,Chain-GBR-PI,0.2
83,blocks,0.47111517367458877,2.589126791541411,2.4351005484460693,Chain-GBR-PI,0.2
84,blocks,0.4945155393053016,2.58823088928122,2.4990859232175504,Chain-GBR-PI,0.2
85,blocks,0.4623400365630714,2.589975537101504,2.4186471663619744,Chain-GBR-PI,0.2
86,blocks,0.4595978062157221,2.5891245640655134,2.3711151736745886,Chain-GBR-PI,0.2
87,blocks,0.4425959780621573,2.58386177700598,2.446069469835466,Chain-GBR-PI,0.2
88,blocks,0.4292504570383912,2.5896284907915175,2.177330895795247,Chain-GBR-PI,0.2
89,blocks,0.44808043875685555,2.5856432831995297,2.3948811700182815,Chain-GBR-PI,0.2
90,blocks,0.5177007299270073,2.589454780435083,2.3996350364963503,Chain-GBR-PI,0.2
91,blocks,0.5273722627737226,2.585541637234959,2.4562043795620436,Chain-GBR-PI,0.2
92,blocks,0.46672760511883,2.5876820971488153,2.510054844606947,Chain-GBR-PI,0.2
93,blocks,0.4473491773308958,2.588664314209474,2.3619744058500913,Chain-GBR-PI,0.2
94,blocks,0.49561243144424133,2.5856536553869476,2.5594149908592323,Chain-GBR-PI,0.2
95,blocks,0.5160877513711152,2.586840784965427,2.4515539305301646,Chain-GBR-PI,0.2
96,blocks,0.4740402193784277,2.584213542038933,2.4771480804387567,Chain-GBR-PI,0.2
97,blocks,0.49177330895795246,2.5887108312737657,2.542961608775137,Chain-GBR-PI,0.2
98,blocks,0.48811700182815354,2.5902576123045122,2.424131627056673,Chain-GBR-PI,0.2
99,blocks,0.486837294332724,2.5878279095373924,2.413162705667276,Chain-GBR-PI,0.2
100,breast,0.4727272727272727,0.7219318341716555,2.909090909090909,Chain-GBR-PI,0.2
