test_score,time
0.7901960784313727,2.064962442003889
0.7705882352941177,1.974860425994848
0.7470588235294119,1.9362718460033645
0.792156862745098,1.8992293659975985
0.7313725490196077,2.12394714000402
0.7509803921568629,2.0005280480108922
0.740079365079365,2.025581281995983
0.759920634920635,2.017740195005899
0.7480158730158729,2.0752783639909467
0.7976190476190477,2.1709552529937355
0.7313725490196078,1.9448653199942785
0.7490196078431373,2.028630943997995
0.7607843137254903,2.0306240770005384
0.7490196078431373,2.0206268199981423
0.7745098039215688,2.005231911010924
0.7294117647058823,1.9947930950002044
0.742063492063492,1.9523911290016258
0.751984126984127,1.8639531660010107
0.7976190476190478,2.169705858002999
0.7797619047619048,1.9570997129922032
0.7666666666666667,2.0640168679965423
0.7647058823529411,2.066528096998809
0.7725490196078431,2.0669209939951543
0.7568627450980392,1.978047085009166
0.7352941176470589,1.9603469810099337
0.7274509803921567,2.1485346690024016
0.7777777777777777,1.9928141549899008
0.7480158730158729,2.043049449013779
0.759920634920635,2.1659185020107548
0.7222222222222222,1.953410813992378
0.76078431372549,2.029834963992471
0.784313725490196,1.9923227399995083
0.7607843137254903,1.9469513679941877
0.7666666666666666,1.945048804001999
0.7705882352941177,2.0493066790077137
0.7764705882352939,2.062905320999562
0.7559523809523809,1.8984697830019288
0.7738095238095236,2.089684109989321
0.7123015873015874,1.9695235319959465
0.7281746031746033,2.16769896299229
0.7392156862745097,2.0816007230023392
0.7470588235294117,2.076094798001577
0.76078431372549,1.9387835469970014
0.76078431372549,1.9642752219951942
0.7156862745098038,2.022986119001871
0.7784313725490195,1.93910031800624
0.7757936507936507,2.0908840600022818
0.7480158730158729,2.043366542013246
0.744047619047619,1.8681981789995914
0.7718253968253967,1.8959907579992434
