,data,tau_x_score,prediction_time,buckets_per_rank,algo,sigma-factor
0,PLR-AUTHORSHIP,0.8196078431372548,3.7402321038940896,3.223529411764706,Chain-RFR-PI,3
1,PLR-AUTHORSHIP,0.765873015873016,3.733045584238156,3.392857142857143,Chain-RFR-PI,3
2,PLR-AUTHORSHIP,0.8293650793650793,3.730669515515951,3.488095238095238,Chain-RFR-PI,3
3,PLR-AUTHORSHIP,0.8253968253968255,3.7484571430123057,3.4404761904761907,Chain-RFR-PI,3
4,PLR-AUTHORSHIP,0.8075396825396827,3.762003686468155,3.2261904761904763,Chain-RFR-PI,3
5,PLR-AUTHORSHIP,0.8075396825396824,3.7305423763844345,3.3333333333333335,Chain-RFR-PI,3
6,PLR-AUTHORSHIP,0.8650793650793651,3.730441812842013,3.261904761904762,Chain-RFR-PI,3
7,PLR-AUTHORSHIP,0.8194444444444445,3.734306276673089,3.452380952380953,Chain-RFR-PI,3
8,PLR-AUTHORSHIP,0.7718253968253967,3.738963636758184,3.4761904761904763,Chain-RFR-PI,3
9,PLR-AUTHORSHIP,0.8293650793650793,3.765710910837421,3.2142857142857144,Chain-RFR-PI,3
10,PLR-AUTHORSHIP,0.8215686274509805,3.7407026833203423,3.3294117647058825,Chain-RFR-PI,3
11,PLR-AUTHORSHIP,0.8015873015873014,3.740228112294766,3.4761904761904763,Chain-RFR-PI,3
12,PLR-AUTHORSHIP,0.8035714285714286,3.728709413188437,3.4285714285714284,Chain-RFR-PI,3
13,PLR-AUTHORSHIP,0.8214285714285714,3.7321755446388143,3.3214285714285716,Chain-RFR-PI,3
14,PLR-AUTHORSHIP,0.8115079365079367,3.764516380360176,3.380952380952381,Chain-RFR-PI,3
15,PLR-AUTHORSHIP,0.8333333333333334,3.728271973716508,3.1904761904761907,Chain-RFR-PI,3
16,PLR-AUTHORSHIP,0.7976190476190477,3.743041000710507,3.2738095238095237,Chain-RFR-PI,3
17,PLR-AUTHORSHIP,0.8293650793650796,3.738532144037284,3.4285714285714284,Chain-RFR-PI,3
18,PLR-AUTHORSHIP,0.8154761904761907,3.768909375668252,3.4047619047619047,Chain-RFR-PI,3
19,PLR-AUTHORSHIP,0.8015873015873017,3.738562321668577,3.2857142857142856,Chain-RFR-PI,3
20,PLR-AUTHORSHIP,0.8254901960784314,3.7444559102758808,3.388235294117647,Chain-RFR-PI,3
21,PLR-AUTHORSHIP,0.8055555555555556,3.722163671307313,3.142857142857143,Chain-RFR-PI,3
22,PLR-AUTHORSHIP,0.8154761904761905,3.7295402082562426,3.3214285714285716,Chain-RFR-PI,3
23,PLR-AUTHORSHIP,0.7976190476190477,3.765217706985875,3.3333333333333335,Chain-RFR-PI,3
24,PLR-AUTHORSHIP,0.8194444444444444,3.7390859243938226,3.4642857142857144,Chain-RFR-PI,3
25,PLR-AUTHORSHIP,0.8194444444444445,3.735510074541356,3.3452380952380953,Chain-RFR-PI,3
26,PLR-AUTHORSHIP,0.8035714285714286,3.735426439243586,3.357142857142857,Chain-RFR-PI,3
27,PLR-AUTHORSHIP,0.8154761904761907,3.75848313352608,3.261904761904762,Chain-RFR-PI,3
28,PLR-AUTHORSHIP,0.8273809523809523,3.731339838851454,3.4404761904761907,Chain-RFR-PI,3
29,PLR-AUTHORSHIP,0.8015873015873018,3.742695596491918,3.3333333333333335,Chain-RFR-PI,3
30,PLR-AUTHORSHIP,0.7686274509803923,3.720292209087887,3.247058823529412,Chain-RFR-PI,3
31,PLR-AUTHORSHIP,0.8154761904761905,3.727615595927246,3.4047619047619047,Chain-RFR-PI,3
32,PLR-AUTHORSHIP,0.8253968253968254,3.753138075930583,3.25,Chain-RFR-PI,3
33,PLR-AUTHORSHIP,0.8273809523809523,3.728480697415504,3.392857142857143,Chain-RFR-PI,3
34,PLR-AUTHORSHIP,0.8392857142857143,3.742779020327018,3.261904761904762,Chain-RFR-PI,3
35,PLR-AUTHORSHIP,0.8115079365079367,3.733445071646305,3.3333333333333335,Chain-RFR-PI,3
36,PLR-AUTHORSHIP,0.8075396825396824,3.766533992678141,3.3452380952380953,Chain-RFR-PI,3
37,PLR-AUTHORSHIP,0.8194444444444444,3.738152352834218,3.357142857142857,Chain-RFR-PI,3
38,PLR-AUTHORSHIP,0.7857142857142857,3.734006817080019,3.3452380952380953,Chain-RFR-PI,3
