,data,tau_x_score,prediction_time,buckets_per_rank,algo,sigma-factor,Algorithm
1682,PLR-REAL-MOVIES,0.2065934065934065,1.1282305376117712,14.0,Native-RFR-PI,0,Native-RFR-PI
1683,PLR-REAL-MOVIES,0.1864468864468864,1.1234972861562431,13.884615384615383,Native-RFR-PI,0,Native-RFR-PI
1684,PLR-REAL-MOVIES,0.204029304029304,1.133797511021822,14.384615384615383,Native-RFR-PI,0,Native-RFR-PI
1685,PLR-REAL-MOVIES,0.1509157509157509,1.128874815911668,14.26923076923077,Native-RFR-PI,0,Native-RFR-PI
1686,PLR-REAL-MOVIES,0.1703296703296703,1.1253722268652049,13.961538461538462,Native-RFR-PI,0,Native-RFR-PI
1687,PLR-REAL-MOVIES,0.1926739926739926,1.1233459725301485,14.26923076923077,Native-RFR-PI,0,Native-RFR-PI
1688,PLR-REAL-MOVIES,0.2032967032967033,1.1310382367542595,14.038461538461538,Native-RFR-PI,0,Native-RFR-PI
1689,PLR-REAL-MOVIES,0.2025641025641025,1.11809719166076,14.153846153846152,Native-RFR-PI,0,Native-RFR-PI
1690,PLR-REAL-MOVIES,0.1622710622710622,1.1966544275606938,14.0,Native-RFR-PI,0,Native-RFR-PI
1691,PLR-REAL-MOVIES,0.2201465201465202,1.1267386649084064,13.961538461538462,Native-RFR-PI,0,Native-RFR-PI
1692,PLR-REAL-MOVIES,0.186080586080586,1.1250057422078783,14.115384615384617,Native-RFR-PI,0,Native-RFR-PI
1693,PLR-REAL-MOVIES,0.0915750915750916,1.128937760906261,14.076923076923077,Native-RFR-PI,0,Native-RFR-PI
1694,PLR-REAL-MOVIES,0.1857142857142857,1.1359442054962443,14.26923076923077,Native-RFR-PI,0,Native-RFR-PI
1695,PLR-REAL-MOVIES,0.2267399267399267,1.1218975345370408,13.846153846153848,Native-RFR-PI,0,Native-RFR-PI
1696,PLR-REAL-MOVIES,0.1901098901098901,1.13526732138293,14.384615384615383,Native-RFR-PI,0,Native-RFR-PI
1697,PLR-REAL-MOVIES,0.1864468864468864,1.127640444911329,14.346153846153848,Native-RFR-PI,0,Native-RFR-PI
1698,PLR-REAL-MOVIES,0.2124542124542124,1.1217462467065298,14.038461538461538,Native-RFR-PI,0,Native-RFR-PI
1699,PLR-REAL-MOVIES,0.1655677655677655,1.1304181067195933,13.961538461538462,Native-RFR-PI,0,Native-RFR-PI
1700,PLR-AUTHORSHIP,0.7745098039215685,5.5742830164894706,3.941176470588235,ST-RFR-PI,0,ST-RFR-PI
1701,PLR-AUTHORSHIP,0.7678571428571429,4.392078912874056,3.988095238095238,ST-RFR-PI,0,ST-RFR-PI
1702,PLR-AUTHORSHIP,0.7896825396825394,4.317357093295557,3.976190476190476,ST-RFR-PI,0,ST-RFR-PI
1703,PLR-AUTHORSHIP,0.751984126984127,4.421459734975717,3.988095238095238,ST-RFR-PI,0,ST-RFR-PI
1704,PLR-AUTHORSHIP,0.7698412698412699,4.3115715312408485,3.9642857142857144,ST-RFR-PI,0,ST-RFR-PI
1705,PLR-AUTHORSHIP,0.7837301587301585,4.425173063836177,3.988095238095238,ST-RFR-PI,0,ST-RFR-PI
1706,PLR-AUTHORSHIP,0.7896825396825397,4.376541728118762,3.988095238095238,ST-RFR-PI,0,ST-RFR-PI
1707,PLR-AUTHORSHIP,0.7996031746031745,4.688545776787224,4.0,ST-RFR-PI,0,ST-RFR-PI
1708,PLR-AUTHORSHIP,0.7559523809523809,4.410034653502081,4.0,ST-RFR-PI,0,ST-RFR-PI
1709,PLR-AUTHORSHIP,0.7896825396825394,4.341541963749036,3.988095238095238,ST-RFR-PI,0,ST-RFR-PI
1710,PLR-AUTHORSHIP,0.7999999999999998,4.327097413040506,4.0,ST-RFR-PI,0,ST-RFR-PI
1711,PLR-AUTHORSHIP,0.7857142857142857,4.346149328890301,3.976190476190476,ST-RFR-PI,0,ST-RFR-PI
1712,PLR-AUTHORSHIP,0.7817460317460316,4.2989927415632305,4.0,ST-RFR-PI,0,ST-RFR-PI
1713,PLR-AUTHORSHIP,0.767857142857143,4.344882788636557,3.976190476190476,ST-RFR-PI,0,ST-RFR-PI
1714,PLR-AUTHORSHIP,0.7678571428571429,4.356819181349224,3.988095238095238,ST-RFR-PI,0,ST-RFR-PI
1715,PLR-AUTHORSHIP,0.765873015873016,4.308927393102636,3.988095238095238,ST-RFR-PI,0,ST-RFR-PI
1716,PLR-AUTHORSHIP,0.7777777777777777,3.048657332003336,3.976190476190476,ST-RFR-PI,0,ST-RFR-PI
1717,PLR-AUTHORSHIP,0.7678571428571429,2.885466440798136,3.988095238095238,ST-RFR-PI,0,ST-RFR-PI
1718,PLR-AUTHORSHIP,0.7876984126984126,2.8690530866562156,3.976190476190476,ST-RFR-PI,0,ST-RFR-PI
1719,PLR-AUTHORSHIP,0.746031746031746,2.8914593173779184,4.0,ST-RFR-PI,0,ST-RFR-PI
1720,PLR-AUTHORSHIP,0.7568627450980392,2.8741155300411863,3.988235294117647,ST-RFR-PI,0,ST-RFR-PI
1721,PLR-AUTHORSHIP,0.757936507936508,2.8675675986769975,4.0,ST-RFR-PI,0,ST-RFR-PI
1722,PLR-AUTHORSHIP,0.7976190476190474,2.8534768443063796,4.0,ST-RFR-PI,0,ST-RFR-PI
1723,PLR-AUTHORSHIP,0.7678571428571429,2.86657748752123,3.988095238095238,ST-RFR-PI,0,ST-RFR-PI
1724,PLR-AUTHORSHIP,0.7936507936507935,2.8637768773174135,3.988095238095238,ST-RFR-PI,0,ST-RFR-PI
1725,PLR-AUTHORSHIP,0.7738095238095238,2.869014387903132,3.976190476190476,ST-RFR-PI,0,ST-RFR-PI
1726,PLR-AUTHORSHIP,0.7519841269841271,2.857082800154647,3.976190476190476,ST-RFR-PI,0,ST-RFR-PI
1727,PLR-AUTHORSHIP,0.7857142857142856,2.878569343783004,3.988095238095238,ST-RFR-PI,0,ST-RFR-PI
1728,PLR-AUTHORSHIP,0.8115079365079364,2.9420425637582213,3.988095238095238,ST-RFR-PI,0,ST-RFR-PI
1729,PLR-AUTHORSHIP,0.7519841269841271,2.868698301129795,4.0,ST-RFR-PI,0,ST-RFR-PI
1730,PLR-AUTHORSHIP,0.7392156862745098,2.894970272563268,4.0,ST-RFR-PI,0,ST-RFR-PI
1731,PLR-AUTHORSHIP,0.75,1.435239663955053,3.988095238095238,ST-RFR-PI,0,ST-RFR-PI
1732,PLR-AUTHORSHIP,0.7876984126984125,2.886602876728907,3.988095238095238,ST-RFR-PI,0,ST-RFR-PI
1733,PLR-AUTHORSHIP,0.8154761904761901,1.5401724692274623,3.988095238095238,ST-RFR-PI,0,ST-RFR-PI
1734,PLR-AUTHORSHIP,0.8035714285714284,1.4803603054815253,3.9642857142857144,ST-RFR-PI,0,ST-RFR-PI
1735,PLR-AUTHORSHIP,0.7658730158730158,1.4635295333370313,4.0,ST-RFR-PI,0,ST-RFR-PI
1736,PLR-AUTHORSHIP,0.7976190476190477,1.5074067424137312,3.9642857142857144,ST-RFR-PI,0,ST-RFR-PI
1737,PLR-AUTHORSHIP,0.8234126984126982,1.4932016444513247,4.0,ST-RFR-PI,0,ST-RFR-PI
1738,PLR-AUTHORSHIP,0.746031746031746,1.4402740003211172,4.0,ST-RFR-PI,0,ST-RFR-PI
1739,PLR-AUTHORSHIP,0.7976190476190477,1.4823184350690215,3.988095238095238,ST-RFR-PI,0,ST-RFR-PI
1740,PLR-AUTHORSHIP,0.7627450980392156,1.504915728872775,3.988235294117647,ST-RFR-PI,0,ST-RFR-PI
1741,PLR-AUTHORSHIP,0.7579365079365081,1.4536374382892323,3.9642857142857144,ST-RFR-PI,0,ST-RFR-PI
1742,PLR-AUTHORSHIP,0.7996031746031745,1.4768618946834893,4.0,ST-RFR-PI,0,ST-RFR-PI
1743,PLR-AUTHORSHIP,0.7956349206349204,1.53183173715196,3.976190476190476,ST-RFR-PI,0,ST-RFR-PI
1744,PLR-AUTHORSHIP,0.7896825396825397,1.5061336471188893,4.0,ST-RFR-PI,0,ST-RFR-PI
1745,PLR-AUTHORSHIP,0.7956349206349206,1.474893571730877,3.988095238095238,ST-RFR-PI,0,ST-RFR-PI
1746,PLR-AUTHORSHIP,0.746031746031746,1.4807166761489872,3.988095238095238,ST-RFR-PI,0,ST-RFR-PI
1747,PLR-AUTHORSHIP,0.7460317460317459,1.4753187041800768,3.9642857142857144,ST-RFR-PI,0,ST-RFR-PI
1748,PLR-AUTHORSHIP,0.7996031746031745,1.4349449104330083,3.988095238095238,ST-RFR-PI,0,ST-RFR-PI
1749,PLR-AUTHORSHIP,0.7896825396825394,1.4241100161090916,4.0,ST-RFR-PI,0,ST-RFR-PI
1750,PLR-BLOCKS,0.7507299270072992,1.8380633792335552,3.5638686131386863,ST-RFR-PI,0,ST-RFR-PI
1751,PLR-BLOCKS,0.7706204379562045,1.8815760850961896,3.414233576642336,ST-RFR-PI,0,ST-RFR-PI
1752,PLR-BLOCKS,0.7541133455210237,1.8056546707306225,3.4789762340036563,ST-RFR-PI,0,ST-RFR-PI
1753,PLR-BLOCKS,0.7628884826325412,1.863900542432954,3.4442413162705665,ST-RFR-PI,0,ST-RFR-PI
1754,PLR-BLOCKS,0.7515539305301646,1.85899176515593,3.5557586837294335,ST-RFR-PI,0,ST-RFR-PI
1755,PLR-BLOCKS,0.7594149908592321,1.8132841696532331,3.486288848263254,ST-RFR-PI,0,ST-RFR-PI
1756,PLR-BLOCKS,0.770018281535649,1.863846166662669,3.416819012797075,ST-RFR-PI,0,ST-RFR-PI
1757,PLR-BLOCKS,0.7729433272394882,1.8437152098486465,3.436928702010969,ST-RFR-PI,0,ST-RFR-PI
1758,PLR-BLOCKS,0.7493601462522853,1.8126530771148703,3.4753199268738575,ST-RFR-PI,0,ST-RFR-PI
1759,PLR-BLOCKS,0.7612431444241315,1.8456794916701136,3.4625228519195614,ST-RFR-PI,0,ST-RFR-PI
1760,PLR-BLOCKS,0.7604014598540145,1.835500416507172,3.4708029197080292,ST-RFR-PI,0,ST-RFR-PI
1761,PLR-BLOCKS,0.7509124087591241,3.8265423529637017,3.5346715328467155,ST-RFR-PI,0,ST-RFR-PI
1762,PLR-BLOCKS,0.7711151736745888,1.873489212140642,3.420475319926874,ST-RFR-PI,0,ST-RFR-PI
1763,PLR-BLOCKS,0.7594149908592321,1.8194022161138252,3.4643510054844606,ST-RFR-PI,0,ST-RFR-PI
1764,PLR-BLOCKS,0.759963436928702,1.8351742914532192,3.422303473491773,ST-RFR-PI,0,ST-RFR-PI
1765,PLR-BLOCKS,0.7641681901279708,1.8505079448615875,3.4058500914076784,ST-RFR-PI,0,ST-RFR-PI
1766,PLR-BLOCKS,0.7610603290676418,1.8411389048634612,3.495429616087751,ST-RFR-PI,0,ST-RFR-PI
1767,PLR-BLOCKS,0.753016453382084,1.8617871304318,3.480804387568556,ST-RFR-PI,0,ST-RFR-PI
1768,PLR-BLOCKS,0.7319926873857404,1.9056963994614229,3.659963436928702,ST-RFR-PI,0,ST-RFR-PI
1769,PLR-BLOCKS,0.7672760511882999,1.8377650826572445,3.4716636197440587,ST-RFR-PI,0,ST-RFR-PI
1770,PLR-BLOCKS,0.7554744525547445,1.789589206203665,3.509124087591241,ST-RFR-PI,0,ST-RFR-PI
1771,PLR-BLOCKS,0.7677007299270073,1.8216847246600296,3.403284671532847,ST-RFR-PI,0,ST-RFR-PI
1772,PLR-BLOCKS,0.7727605118829982,1.8324688919814889,3.453382084095064,ST-RFR-PI,0,ST-RFR-PI
1773,PLR-BLOCKS,0.7506398537477148,1.874467301662253,3.517367458866545,ST-RFR-PI,0,ST-RFR-PI
1774,PLR-BLOCKS,0.7583180987202925,1.8377339374724115,3.519195612431444,ST-RFR-PI,0,ST-RFR-PI
1775,PLR-BLOCKS,0.7603290676416818,1.8117967151405976,3.46617915904936,ST-RFR-PI,0,ST-RFR-PI
1776,PLR-BLOCKS,0.7603290676416818,1.7769284220272126,3.4625228519195614,ST-RFR-PI,0,ST-RFR-PI
1777,PLR-BLOCKS,0.753930530164534,1.8720910888786573,3.541133455210238,ST-RFR-PI,0,ST-RFR-PI
1778,PLR-BLOCKS,0.760329067641682,1.812170447270744,3.3985374771480803,ST-RFR-PI,0,ST-RFR-PI
1779,PLR-BLOCKS,0.7391224862888482,1.823733206093252,3.553930530164534,ST-RFR-PI,0,ST-RFR-PI
1780,PLR-BLOCKS,0.7706204379562044,1.778110070562131,3.3905109489051095,ST-RFR-PI,0,ST-RFR-PI
1781,PLR-BLOCKS,0.7658759124087592,1.841029463087601,3.4708029197080292,ST-RFR-PI,0,ST-RFR-PI
1782,PLR-BLOCKS,0.7722120658135283,1.7811740894491883,3.378427787934186,ST-RFR-PI,0,ST-RFR-PI
1783,PLR-BLOCKS,0.7393053016453381,1.826221320654578,3.59963436928702,ST-RFR-PI,0,ST-RFR-PI
1784,PLR-BLOCKS,0.7548446069469835,1.8172261829681375,3.4789762340036563,ST-RFR-PI,0,ST-RFR-PI
1785,PLR-BLOCKS,0.7577696526508226,1.889188859281045,3.4881170018281535,ST-RFR-PI,0,ST-RFR-PI
1786,PLR-BLOCKS,0.7594149908592321,3.463772572059886,3.480804387568556,ST-RFR-PI,0,ST-RFR-PI
1787,PLR-BLOCKS,0.740219378427788,1.8165357984470056,3.6087751371115178,ST-RFR-PI,0,ST-RFR-PI
1788,PLR-BLOCKS,0.7528336380255942,1.7958125720880918,3.4789762340036563,ST-RFR-PI,0,ST-RFR-PI
1789,PLR-BLOCKS,0.773308957952468,1.8385769227961275,3.4716636197440587,ST-RFR-PI,0,ST-RFR-PI
1790,PLR-BLOCKS,0.7510948905109489,1.829728366731517,3.509124087591241,ST-RFR-PI,0,ST-RFR-PI
1791,PLR-BLOCKS,0.7589416058394161,1.8071057503816124,3.5164233576642334,ST-RFR-PI,0,ST-RFR-PI
1792,PLR-BLOCKS,0.7744058500914076,1.8096261177346384,3.4351005484460693,ST-RFR-PI,0,ST-RFR-PI
1793,PLR-BLOCKS,0.7590493601462523,1.840293159818254,3.4716636197440587,ST-RFR-PI,0,ST-RFR-PI
1794,PLR-BLOCKS,0.7510054844606948,1.855623316036425,3.546617915904936,ST-RFR-PI,0,ST-RFR-PI
1795,PLR-BLOCKS,0.7773308957952468,1.7702990555215905,3.3839122486288846,ST-RFR-PI,0,ST-RFR-PI
1796,PLR-BLOCKS,0.7442413162705668,1.8275366964890043,3.5685557586837295,ST-RFR-PI,0,ST-RFR-PI
1797,PLR-BLOCKS,0.7563071297989032,1.8847094593240297,3.5009140767824496,ST-RFR-PI,0,ST-RFR-PI
1798,PLR-BLOCKS,0.7497257769652651,1.891069808603599,3.480804387568556,ST-RFR-PI,0,ST-RFR-PI
1799,PLR-BLOCKS,0.7561243144424132,3.043506157225509,3.4186471663619744,ST-RFR-PI,0,ST-RFR-PI
1800,PLR-BREAST,0.6727272727272727,1.4925399321246655,6.0,ST-RFR-PI,0,ST-RFR-PI
1801,PLR-BREAST,0.6606060606060605,1.4717474797157442,5.909090909090909,ST-RFR-PI,0,ST-RFR-PI
1802,PLR-BREAST,0.7393939393939394,1.4669762898417156,6.0,ST-RFR-PI,0,ST-RFR-PI
1803,PLR-BREAST,0.715151515151515,1.4514592219628002,5.909090909090909,ST-RFR-PI,0,ST-RFR-PI
1804,PLR-BREAST,0.7454545454545456,1.4445891339732382,6.0,ST-RFR-PI,0,ST-RFR-PI
1805,PLR-BREAST,0.7454545454545454,1.4855113759395948,6.0,ST-RFR-PI,0,ST-RFR-PI
1806,PLR-BREAST,0.6199999999999999,1.4968054188929316,5.9,ST-RFR-PI,0,ST-RFR-PI
1807,PLR-BREAST,0.7,1.448238939505425,5.9,ST-RFR-PI,0,ST-RFR-PI
1808,PLR-BREAST,0.6666666666666667,1.4432388911593046,6.0,ST-RFR-PI,0,ST-RFR-PI
1809,PLR-BREAST,0.7066666666666666,1.437988911986415,5.9,ST-RFR-PI,0,ST-RFR-PI
1810,PLR-BREAST,0.6242424242424242,1.4689742312113183,6.0,ST-RFR-PI,0,ST-RFR-PI
1811,PLR-BREAST,0.7393939393939394,1.5063355525750042,5.7272727272727275,ST-RFR-PI,0,ST-RFR-PI
1812,PLR-BREAST,0.6666666666666666,1.444052745600639,5.909090909090909,ST-RFR-PI,0,ST-RFR-PI
1813,PLR-BREAST,0.7696969696969695,1.431470478228383,5.7272727272727275,ST-RFR-PI,0,ST-RFR-PI
1814,PLR-BREAST,0.6848484848484847,1.457036121712778,5.909090909090909,ST-RFR-PI,0,ST-RFR-PI
1815,PLR-BREAST,0.7333333333333333,1.4781180324967371,6.0,ST-RFR-PI,0,ST-RFR-PI
1816,PLR-BREAST,0.6333333333333332,1.4530174778550728,6.0,ST-RFR-PI,0,ST-RFR-PI
1817,PLR-BREAST,0.7333333333333333,1.4596561081359696,6.0,ST-RFR-PI,0,ST-RFR-PI
1818,PLR-BREAST,0.7466666666666668,1.4603700716010992,5.7,ST-RFR-PI,0,ST-RFR-PI
1819,PLR-BREAST,0.6933333333333334,1.459990315038087,5.9,ST-RFR-PI,0,ST-RFR-PI
1820,PLR-BREAST,0.703030303030303,1.4813825110550338,5.818181818181818,ST-RFR-PI,0,ST-RFR-PI
1821,PLR-BREAST,0.7151515151515151,1.4730632864761284,5.909090909090909,ST-RFR-PI,0,ST-RFR-PI
1822,PLR-BREAST,0.6727272727272727,1.430991032451317,6.0,ST-RFR-PI,0,ST-RFR-PI
1823,PLR-BREAST,0.7090909090909091,1.4455548557662834,6.0,ST-RFR-PI,0,ST-RFR-PI
1824,PLR-BREAST,0.7151515151515151,1.45340241431428,6.0,ST-RFR-PI,0,ST-RFR-PI
1825,PLR-BREAST,0.7454545454545454,1.4441947063964164,6.0,ST-RFR-PI,0,ST-RFR-PI
1826,PLR-BREAST,0.76,1.530607237352157,6.0,ST-RFR-PI,0,ST-RFR-PI
1827,PLR-BREAST,0.7066666666666668,1.4504054743272217,5.9,ST-RFR-PI,0,ST-RFR-PI
1828,PLR-BREAST,0.6599999999999999,1.4374649199304508,6.0,ST-RFR-PI,0,ST-RFR-PI
1829,PLR-BREAST,0.6733333333333332,1.43698183494277,6.0,ST-RFR-PI,0,ST-RFR-PI
1830,PLR-BREAST,0.7333333333333332,1.4715711922891608,5.909090909090909,ST-RFR-PI,0,ST-RFR-PI
1831,PLR-BREAST,0.7575757575757575,1.4626985776083934,5.7272727272727275,ST-RFR-PI,0,ST-RFR-PI
1832,PLR-BREAST,0.7090909090909091,1.4800776794154926,5.909090909090909,ST-RFR-PI,0,ST-RFR-PI
1833,PLR-BREAST,0.6606060606060605,1.438471366082418,5.909090909090909,ST-RFR-PI,0,ST-RFR-PI
1834,PLR-BREAST,0.6969696969696969,1.4455621397847698,6.0,ST-RFR-PI,0,ST-RFR-PI
1835,PLR-BREAST,0.6787878787878788,1.4465196697390723,5.909090909090909,ST-RFR-PI,0,ST-RFR-PI
1836,PLR-BREAST,0.6799999999999999,1.4704897432563586,6.0,ST-RFR-PI,0,ST-RFR-PI
1837,PLR-BREAST,0.7,1.4570985827966831,6.0,ST-RFR-PI,0,ST-RFR-PI
1838,PLR-BREAST,0.6866666666666668,1.459202591153752,5.7,ST-RFR-PI,0,ST-RFR-PI
1839,PLR-BREAST,0.6933333333333332,1.4552391985573545,5.9,ST-RFR-PI,0,ST-RFR-PI
1840,PLR-BREAST,0.7454545454545454,1.4574811316149066,5.909090909090909,ST-RFR-PI,0,ST-RFR-PI
1841,PLR-BREAST,0.7393939393939394,1.4455038045560364,6.0,ST-RFR-PI,0,ST-RFR-PI
1842,PLR-BREAST,0.7454545454545454,1.4401607927593172,5.818181818181818,ST-RFR-PI,0,ST-RFR-PI
1843,PLR-BREAST,0.715151515151515,1.4526602975550555,6.0,ST-RFR-PI,0,ST-RFR-PI
1844,PLR-BREAST,0.6727272727272727,1.425836141677658,5.909090909090909,ST-RFR-PI,0,ST-RFR-PI
1845,PLR-BREAST,0.7030303030303031,1.4628423568159548,6.0,ST-RFR-PI,0,ST-RFR-PI
1846,PLR-BREAST,0.6133333333333334,1.4445737616910383,5.9,ST-RFR-PI,0,ST-RFR-PI
1847,PLR-BREAST,0.6666666666666666,1.4794273061264416,6.0,ST-RFR-PI,0,ST-RFR-PI
1848,PLR-BREAST,0.7333333333333334,1.4354784519406554,6.0,ST-RFR-PI,0,ST-RFR-PI
1849,PLR-BREAST,0.6666666666666666,1.4509787686131317,5.7,ST-RFR-PI,0,ST-RFR-PI
1850,PLR-ECOLI,0.5840336134453781,1.6226055977978608,7.911764705882353,ST-RFR-PI,0,ST-RFR-PI
1851,PLR-ECOLI,0.5714285714285714,1.615309222429162,7.735294117647059,ST-RFR-PI,0,ST-RFR-PI
1852,PLR-ECOLI,0.6596638655462184,1.7342265088747233,7.823529411764706,ST-RFR-PI,0,ST-RFR-PI
1853,PLR-ECOLI,0.6554621848739496,1.6513378109961223,7.794117647058823,ST-RFR-PI,0,ST-RFR-PI
1854,PLR-ECOLI,0.6397058823529411,1.6501253609674638,7.9411764705882355,ST-RFR-PI,0,ST-RFR-PI
1855,PLR-ECOLI,0.6228991596638656,1.7011882256183073,7.882352941176471,ST-RFR-PI,0,ST-RFR-PI
1856,PLR-ECOLI,0.6536796536796536,1.6202153461907438,7.9393939393939394,ST-RFR-PI,0,ST-RFR-PI
1857,PLR-ECOLI,0.6114718614718614,1.657655388183021,7.818181818181818,ST-RFR-PI,0,ST-RFR-PI
1858,PLR-ECOLI,0.527056277056277,1.784575374160745,7.878787878787879,ST-RFR-PI,0,ST-RFR-PI
1859,PLR-ECOLI,0.6374458874458874,1.680650157520452,7.96969696969697,ST-RFR-PI,0,ST-RFR-PI
1860,PLR-ECOLI,0.6218487394957983,1.607470925723827,7.823529411764706,ST-RFR-PI,0,ST-RFR-PI
1861,PLR-ECOLI,0.6428571428571428,1.7120864215815603,7.911764705882353,ST-RFR-PI,0,ST-RFR-PI
1862,PLR-ECOLI,0.6313025210084033,1.811368359819574,7.911764705882353,ST-RFR-PI,0,ST-RFR-PI
1863,PLR-ECOLI,0.6081932773109243,1.67866822601577,7.794117647058823,ST-RFR-PI,0,ST-RFR-PI
1864,PLR-ECOLI,0.5903361344537815,1.7076084993213505,7.852941176470588,ST-RFR-PI,0,ST-RFR-PI
1865,PLR-ECOLI,0.6271008403361344,1.6591479879806543,7.9411764705882355,ST-RFR-PI,0,ST-RFR-PI
1866,PLR-ECOLI,0.6190476190476191,1.7947442993418763,7.787878787878788,ST-RFR-PI,0,ST-RFR-PI
1867,PLR-ECOLI,0.5963203463203463,1.679750523140316,7.818181818181818,ST-RFR-PI,0,ST-RFR-PI
1868,PLR-ECOLI,0.6298701298701298,1.6655073845494155,7.848484848484849,ST-RFR-PI,0,ST-RFR-PI
1869,PLR-ECOLI,0.5995670995670996,1.7886840053462765,7.878787878787879,ST-RFR-PI,0,ST-RFR-PI
1870,PLR-ECOLI,0.6176470588235294,1.7613299015281658,7.735294117647059,ST-RFR-PI,0,ST-RFR-PI
1871,PLR-ECOLI,0.6218487394957982,1.8085958865935288,7.823529411764706,ST-RFR-PI,0,ST-RFR-PI
1872,PLR-ECOLI,0.6376050420168067,1.6842527957580948,7.823529411764706,ST-RFR-PI,0,ST-RFR-PI
1873,PLR-ECOLI,0.6186974789915967,1.65588208063827,7.882352941176471,ST-RFR-PI,0,ST-RFR-PI
1874,PLR-ECOLI,0.6197478991596638,1.7436814186900338,7.852941176470588,ST-RFR-PI,0,ST-RFR-PI
1875,PLR-ECOLI,0.6407563025210085,1.6628941397283108,7.764705882352941,ST-RFR-PI,0,ST-RFR-PI
1876,PLR-ECOLI,0.5909090909090909,1.670699245541414,7.96969696969697,ST-RFR-PI,0,ST-RFR-PI
1877,PLR-ECOLI,0.5833333333333334,1.6217991780589007,7.818181818181818,ST-RFR-PI,0,ST-RFR-PI
1878,PLR-ECOLI,0.6125541125541125,1.6398982139088476,7.878787878787879,ST-RFR-PI,0,ST-RFR-PI
1879,PLR-ECOLI,0.6006493506493505,1.7300624318252498,7.9393939393939394,ST-RFR-PI,0,ST-RFR-PI
1880,PLR-ECOLI,0.5766806722689075,1.6732642463079637,7.823529411764706,ST-RFR-PI,0,ST-RFR-PI
1881,PLR-ECOLI,0.6722689075630252,1.6662599125187847,7.882352941176471,ST-RFR-PI,0,ST-RFR-PI
1882,PLR-ECOLI,0.6176470588235294,1.731508558159557,7.9411764705882355,ST-RFR-PI,0,ST-RFR-PI
1883,PLR-ECOLI,0.6313025210084033,1.6955248199426574,7.794117647058823,ST-RFR-PI,0,ST-RFR-PI
1884,PLR-ECOLI,0.6218487394957983,1.6974716145203024,7.882352941176471,ST-RFR-PI,0,ST-RFR-PI
1885,PLR-ECOLI,0.5567226890756302,1.6701344840956147,7.823529411764706,ST-RFR-PI,0,ST-RFR-PI
1886,PLR-ECOLI,0.6471861471861472,1.7034457828364835,7.727272727272728,ST-RFR-PI,0,ST-RFR-PI
1887,PLR-ECOLI,0.6255411255411255,1.725525127041292,7.848484848484849,ST-RFR-PI,0,ST-RFR-PI
1888,PLR-ECOLI,0.5995670995670996,1.7525705435160617,7.848484848484849,ST-RFR-PI,0,ST-RFR-PI
1889,PLR-ECOLI,0.6103896103896104,1.8129112683584776,7.848484848484849,ST-RFR-PI,0,ST-RFR-PI
1890,PLR-ECOLI,0.5997899159663865,1.7131804639144808,7.764705882352941,ST-RFR-PI,0,ST-RFR-PI
1891,PLR-ECOLI,0.611344537815126,1.6962206410272629,7.9411764705882355,ST-RFR-PI,0,ST-RFR-PI
1892,PLR-ECOLI,0.6617647058823529,1.6585633870612853,7.794117647058823,ST-RFR-PI,0,ST-RFR-PI
1893,PLR-ECOLI,0.6596638655462185,1.682427525036159,7.911764705882353,ST-RFR-PI,0,ST-RFR-PI
1894,PLR-ECOLI,0.5861344537815126,1.8495044609262583,7.823529411764706,ST-RFR-PI,0,ST-RFR-PI
1895,PLR-ECOLI,0.6071428571428571,1.7845452658836558,7.882352941176471,ST-RFR-PI,0,ST-RFR-PI
1896,PLR-ECOLI,0.5811688311688312,1.809996440040038,7.878787878787879,ST-RFR-PI,0,ST-RFR-PI
1897,PLR-ECOLI,0.5281385281385281,1.683885357722687,7.818181818181818,ST-RFR-PI,0,ST-RFR-PI
1898,PLR-ECOLI,0.6536796536796536,1.7035279428232,7.878787878787879,ST-RFR-PI,0,ST-RFR-PI
1899,PLR-ECOLI,0.659090909090909,1.6873978383751818,7.757575757575758,ST-RFR-PI,0,ST-RFR-PI
1900,PLR-GLASS,0.7181818181818181,1.5914696117122915,5.909090909090909,ST-RFR-PI,0,ST-RFR-PI
1901,PLR-GLASS,0.6878787878787879,1.54998934611081,5.954545454545454,ST-RFR-PI,0,ST-RFR-PI
1902,PLR-GLASS,0.7787878787878789,1.485819940287978,5.818181818181818,ST-RFR-PI,0,ST-RFR-PI
1903,PLR-GLASS,0.7666666666666667,1.4973988172598147,5.954545454545454,ST-RFR-PI,0,ST-RFR-PI
1904,PLR-GLASS,0.7460317460317459,1.527434257504985,6.0,ST-RFR-PI,0,ST-RFR-PI
1905,PLR-GLASS,0.7587301587301588,1.4978015853019355,6.0,ST-RFR-PI,0,ST-RFR-PI
1906,PLR-GLASS,0.7396825396825396,1.5548628077812194,6.0,ST-RFR-PI,0,ST-RFR-PI
1907,PLR-GLASS,0.7714285714285716,1.5097347011690148,6.0,ST-RFR-PI,0,ST-RFR-PI
1908,PLR-GLASS,0.7142857142857142,1.5184275455085017,5.857142857142857,ST-RFR-PI,0,ST-RFR-PI
1909,PLR-GLASS,0.726984126984127,1.5122342966745397,5.9523809523809526,ST-RFR-PI,0,ST-RFR-PI
1910,PLR-GLASS,0.7424242424242423,1.535093477290706,6.0,ST-RFR-PI,0,ST-RFR-PI
