,data,tau_x_score,prediction_time,buckets_per_rank,algo,sigma-factor
0,PLR-AUTHORSHIP,0.8039215686274509,3.73428917238609,3.4941176470588236,Chain-RFR-PI,2
1,PLR-AUTHORSHIP,0.7777777777777777,3.732113208357969,3.5714285714285716,Chain-RFR-PI,2
2,PLR-AUTHORSHIP,0.8075396825396823,3.7457245348530392,3.6666666666666665,Chain-RFR-PI,2
3,PLR-AUTHORSHIP,0.8214285714285714,3.73445580627218,3.630952380952381,Chain-RFR-PI,2
4,PLR-AUTHORSHIP,0.7996031746031746,3.763127666051204,3.4761904761904763,Chain-RFR-PI,2
5,PLR-AUTHORSHIP,0.8035714285714286,3.7267062450641335,3.5238095238095237,Chain-RFR-PI,2
6,PLR-AUTHORSHIP,0.8452380952380955,3.734841572008099,3.5238095238095237,Chain-RFR-PI,2
7,PLR-AUTHORSHIP,0.8293650793650793,3.7412801322542006,3.738095238095238,Chain-RFR-PI,2
8,PLR-AUTHORSHIP,0.7718253968253967,3.736876566465636,3.678571428571429,Chain-RFR-PI,2
9,PLR-AUTHORSHIP,0.8134920634920635,3.770260508373383,3.4285714285714284,Chain-RFR-PI,2
10,PLR-AUTHORSHIP,0.8137254901960783,3.73576963275307,3.635294117647059,Chain-RFR-PI,2
11,PLR-AUTHORSHIP,0.8075396825396824,3.740588225934525,3.5833333333333335,Chain-RFR-PI,2
12,PLR-AUTHORSHIP,0.7976190476190474,3.727867922553042,3.630952380952381,Chain-RFR-PI,2
13,PLR-AUTHORSHIP,0.8134920634920638,3.727095929675004,3.488095238095238,Chain-RFR-PI,2
14,PLR-AUTHORSHIP,0.8115079365079365,3.7621805234464736,3.607142857142857,Chain-RFR-PI,2
15,PLR-AUTHORSHIP,0.8075396825396827,3.729316641423728,3.452380952380953,Chain-RFR-PI,2
16,PLR-AUTHORSHIP,0.7936507936507935,3.737497739397312,3.547619047619047,Chain-RFR-PI,2
17,PLR-AUTHORSHIP,0.8234126984126985,3.7248033035316137,3.5952380952380953,Chain-RFR-PI,2
18,PLR-AUTHORSHIP,0.8174603174603173,3.7633407481916823,3.607142857142857,Chain-RFR-PI,2
19,PLR-AUTHORSHIP,0.7896825396825398,3.731244481268949,3.5238095238095237,Chain-RFR-PI,2
20,PLR-AUTHORSHIP,0.7862745098039216,3.735202724217261,3.6705882352941175,Chain-RFR-PI,2
21,PLR-AUTHORSHIP,0.8055555555555556,3.738284768179126,3.392857142857143,Chain-RFR-PI,2
22,PLR-AUTHORSHIP,0.8015873015873015,3.7353752166281664,3.5833333333333335,Chain-RFR-PI,2
23,PLR-AUTHORSHIP,0.7857142857142856,3.7651179496796585,3.607142857142857,Chain-RFR-PI,2
24,PLR-AUTHORSHIP,0.8095238095238095,3.749027096194415,3.6547619047619047,Chain-RFR-PI,2
25,PLR-AUTHORSHIP,0.8134920634920636,3.733801292784599,3.5,Chain-RFR-PI,2
26,PLR-AUTHORSHIP,0.7857142857142857,3.730519749579142,3.5357142857142856,Chain-RFR-PI,2
27,PLR-AUTHORSHIP,0.8095238095238095,3.762317311046478,3.511904761904762,Chain-RFR-PI,2
28,PLR-AUTHORSHIP,0.8214285714285714,3.7294074982495498,3.6547619047619047,Chain-RFR-PI,2
29,PLR-AUTHORSHIP,0.7876984126984129,3.742373804418788,3.5833333333333335,Chain-RFR-PI,2
30,PLR-AUTHORSHIP,0.7745098039215685,3.727540751085088,3.5058823529411764,Chain-RFR-PI,2
31,PLR-AUTHORSHIP,0.7976190476190477,3.738912392795532,3.5714285714285716,Chain-RFR-PI,2
32,PLR-AUTHORSHIP,0.8055555555555555,3.761084594634912,3.5595238095238093,Chain-RFR-PI,2
33,PLR-AUTHORSHIP,0.8075396825396824,3.7274535632251817,3.6547619047619047,Chain-RFR-PI,2
